combinada,altura,fecha,hora
05/05/2021 4:10,0.832,2021-05-05,4:10:00
05/05/2021 4:20,0.82,2021-05-05,4:20:00
05/05/2021 4:30,0.815,2021-05-05,4:30:00
05/05/2021 4:40,0.817,2021-05-05,4:40:00
05/05/2021 4:50,0.826,2021-05-05,4:50:00
05/05/2021 5:00,0.842,2021-05-05,5:00:00
05/05/2021 5:10,0.865,2021-05-05,5:10:00
05/05/2021 5:20,0.894,2021-05-05,5:20:00
05/05/2021 5:30,0.93,2021-05-05,5:30:00
05/05/2021 5:40,0.972,2021-05-05,5:40:00
05/05/2021 5:50,1.02,2021-05-05,5:50:00
05/05/2021 6:00,1.073,2021-05-05,6:00:00
05/05/2021 6:10,1.132,2021-05-05,6:10:00
05/05/2021 6:20,1.196,2021-05-05,6:20:00
05/05/2021 6:30,1.264,2021-05-05,6:30:00
05/05/2021 6:40,1.336,2021-05-05,6:40:00
05/05/2021 6:50,1.412,2021-05-05,6:50:00
05/05/2021 7:00,1.491,2021-05-05,7:00:00
05/05/2021 7:10,1.573,2021-05-05,7:10:00
05/05/2021 7:20,1.656,2021-05-05,7:20:00
05/05/2021 7:30,1.741,2021-05-05,7:30:00
05/05/2021 7:40,1.827,2021-05-05,7:40:00
05/05/2021 7:50,1.914,2021-05-05,7:50:00
05/05/2021 8:00,2,2021-05-05,8:00:00
05/05/2021 8:10,2.086,2021-05-05,8:10:00
05/05/2021 8:20,2.17,2021-05-05,8:20:00
05/05/2021 8:30,2.252,2021-05-05,8:30:00
05/05/2021 8:40,2.332,2021-05-05,8:40:00
05/05/2021 8:50,2.409,2021-05-05,8:50:00
05/05/2021 9:00,2.482,2021-05-05,9:00:00
05/05/2021 9:10,2.551,2021-05-05,9:10:00
05/05/2021 9:20,2.616,2021-05-05,9:20:00
05/05/2021 9:30,2.676,2021-05-05,9:30:00
05/05/2021 9:40,2.73,2021-05-05,9:40:00
05/05/2021 9:50,2.779,2021-05-05,9:50:00
05/05/2021 10:00,2.822,2021-05-05,10:00:00
05/05/2021 10:10,2.858,2021-05-05,10:10:00
05/05/2021 10:20,2.888,2021-05-05,10:20:00
05/05/2021 10:30,2.912,2021-05-05,10:30:00
05/05/2021 10:40,2.928,2021-05-05,10:40:00
05/05/2021 10:50,2.937,2021-05-05,10:50:00
05/05/2021 11:00,2.939,2021-05-05,11:00:00
05/05/2021 11:10,2.934,2021-05-05,11:10:00
05/05/2021 11:20,2.922,2021-05-05,11:20:00
05/05/2021 11:30,2.903,2021-05-05,11:30:00
05/05/2021 11:40,2.877,2021-05-05,11:40:00
05/05/2021 11:50,2.845,2021-05-05,11:50:00
05/05/2021 12:00,2.806,2021-05-05,12:00:00
05/05/2021 12:10,2.761,2021-05-05,12:10:00
05/05/2021 12:20,2.71,2021-05-05,12:20:00
05/05/2021 12:30,2.653,2021-05-05,12:30:00
05/05/2021 12:40,2.592,2021-05-05,12:40:00
05/05/2021 12:50,2.526,2021-05-05,12:50:00
05/05/2021 13:00,2.456,2021-05-05,13:00:00
05/05/2021 13:10,2.383,2021-05-05,13:10:00
05/05/2021 13:20,2.307,2021-05-05,13:20:00
05/05/2021 13:30,2.228,2021-05-05,13:30:00
05/05/2021 13:40,2.148,2021-05-05,13:40:00
05/05/2021 13:50,2.066,2021-05-05,13:50:00
05/05/2021 14:00,1.984,2021-05-05,14:00:00
05/05/2021 14:10,1.902,2021-05-05,14:10:00
05/05/2021 14:20,1.82,2021-05-05,14:20:00
05/05/2021 14:30,1.74,2021-05-05,14:30:00
05/05/2021 14:40,1.661,2021-05-05,14:40:00
05/05/2021 14:50,1.584,2021-05-05,14:50:00
05/05/2021 15:00,1.51,2021-05-05,15:00:00
05/05/2021 15:10,1.44,2021-05-05,15:10:00
05/05/2021 15:20,1.373,2021-05-05,15:20:00
05/05/2021 15:30,1.31,2021-05-05,15:30:00
05/05/2021 15:40,1.251,2021-05-05,15:40:00
05/05/2021 15:50,1.198,2021-05-05,15:50:00
05/05/2021 16:00,1.149,2021-05-05,16:00:00
05/05/2021 16:10,1.106,2021-05-05,16:10:00
05/05/2021 16:20,1.069,2021-05-05,16:20:00
05/05/2021 16:30,1.038,2021-05-05,16:30:00
05/05/2021 16:40,1.013,2021-05-05,16:40:00
05/05/2021 16:50,0.995,2021-05-05,16:50:00
05/05/2021 17:00,0.982,2021-05-05,17:00:00
05/05/2021 17:10,0.976,2021-05-05,17:10:00
05/05/2021 17:20,0.977,2021-05-05,17:20:00
05/05/2021 17:30,0.983,2021-05-05,17:30:00
05/05/2021 17:40,0.997,2021-05-05,17:40:00
05/05/2021 17:50,1.016,2021-05-05,17:50:00
05/05/2021 18:00,1.041,2021-05-05,18:00:00
05/05/2021 18:10,1.072,2021-05-05,18:10:00
05/05/2021 18:20,1.109,2021-05-05,18:20:00
05/05/2021 18:30,1.151,2021-05-05,18:30:00
05/05/2021 18:40,1.198,2021-05-05,18:40:00
05/05/2021 18:50,1.25,2021-05-05,18:50:00
05/05/2021 19:00,1.306,2021-05-05,19:00:00
05/05/2021 19:10,1.366,2021-05-05,19:10:00
05/05/2021 19:20,1.43,2021-05-05,19:20:00
05/05/2021 19:30,1.496,2021-05-05,19:30:00
05/05/2021 19:40,1.566,2021-05-05,19:40:00
05/05/2021 19:50,1.637,2021-05-05,19:50:00
05/05/2021 20:00,1.71,2021-05-05,20:00:00
05/05/2021 20:10,1.784,2021-05-05,20:10:00
05/05/2021 20:20,1.859,2021-05-05,20:20:00
05/05/2021 20:30,1.934,2021-05-05,20:30:00
05/05/2021 20:40,2.008,2021-05-05,20:40:00
05/05/2021 20:50,2.081,2021-05-05,20:50:00
05/05/2021 21:00,2.153,2021-05-05,21:00:00
05/05/2021 21:10,2.223,2021-05-05,21:10:00
05/05/2021 21:20,2.29,2021-05-05,21:20:00
05/05/2021 21:30,2.354,2021-05-05,21:30:00
05/05/2021 21:40,2.415,2021-05-05,21:40:00
05/05/2021 21:50,2.472,2021-05-05,21:50:00
05/05/2021 22:00,2.525,2021-05-05,22:00:00
05/05/2021 22:10,2.573,2021-05-05,22:10:00
05/05/2021 22:20,2.616,2021-05-05,22:20:00
05/05/2021 22:30,2.654,2021-05-05,22:30:00
05/05/2021 22:40,2.687,2021-05-05,22:40:00
05/05/2021 22:50,2.713,2021-05-05,22:50:00
05/05/2021 23:00,2.734,2021-05-05,23:00:00
05/05/2021 23:10,2.748,2021-05-05,23:10:00
05/05/2021 23:20,2.755,2021-05-05,23:20:00
05/05/2021 23:30,2.757,2021-05-05,23:30:00
05/05/2021 23:40,2.751,2021-05-05,23:40:00
05/05/2021 23:50,2.739,2021-05-05,23:50:00
