Fecha_filtro	Marea_filtro
03/05/2021 23:10:00	2.403
03/05/2021 23:20:00	2.317
03/05/2021 23:30:00	2.228
03/05/2021 23:40:00	2.137
03/05/2021 23:50:00	2.043
04/05/2021 00:00:00	1.948
04/05/2021 00:10:00	1.852
04/05/2021 00:20:00	1.756
04/05/2021 00:30:00	1.661
04/05/2021 00:40:00	1.568
04/05/2021 00:50:00	1.476
04/05/2021 01:00:00	1.386
04/05/2021 01:10:00	1.3
04/05/2021 01:20:00	1.217
04/05/2021 01:30:00	1.139
04/05/2021 01:40:00	1.065
04/05/2021 01:50:00	0.996
04/05/2021 02:00:00	0.933
04/05/2021 02:10:00	0.875
04/05/2021 02:20:00	0.824
04/05/2021 02:30:00	0.78
04/05/2021 02:40:00	0.742
04/05/2021 02:50:00	0.712
04/05/2021 03:00:00	0.69
04/05/2021 03:10:00	0.675
04/05/2021 03:20:00	0.668
04/05/2021 03:30:00	0.668
04/05/2021 03:40:00	0.677
04/05/2021 03:50:00	0.693
04/05/2021 04:00:00	0.717
04/05/2021 04:10:00	0.748
04/05/2021 04:20:00	0.786
04/05/2021 04:30:00	0.832
04/05/2021 04:40:00	0.884
04/05/2021 04:50:00	0.942
04/05/2021 05:00:00	1.007
04/05/2021 05:10:00	1.076
04/05/2021 05:20:00	1.151
04/05/2021 05:30:00	1.23
04/05/2021 05:40:00	1.313
04/05/2021 05:50:00	1.4
04/05/2021 06:00:00	1.489
04/05/2021 06:10:00	1.581
04/05/2021 06:20:00	1.675
04/05/2021 06:30:00	1.769
04/05/2021 06:40:00	1.864
04/05/2021 06:50:00	1.959
04/05/2021 07:00:00	2.053
04/05/2021 07:10:00	2.145
04/05/2021 07:20:00	2.236
04/05/2021 07:30:00	2.324
04/05/2021 07:40:00	2.408
04/05/2021 07:50:00	2.489
04/05/2021 08:00:00	2.565
04/05/2021 08:10:00	2.637
04/05/2021 08:20:00	2.703
04/05/2021 08:30:00	2.763
04/05/2021 08:40:00	2.817
04/05/2021 08:50:00	2.865
04/05/2021 09:00:00	2.906
04/05/2021 09:10:00	2.939
04/05/2021 09:20:00	2.966
04/05/2021 09:30:00	2.984
04/05/2021 09:40:00	2.996
04/05/2021 09:50:00	3
04/05/2021 10:00:00	2.996
04/05/2021 10:10:00	2.984
04/05/2021 10:20:00	2.965
04/05/2021 10:30:00	2.939
04/05/2021 10:40:00	2.905
04/05/2021 10:50:00	2.865
04/05/2021 11:00:00	2.818
04/05/2021 11:10:00	2.765
04/05/2021 11:20:00	2.706
04/05/2021 11:30:00	2.642
04/05/2021 11:40:00	2.572
04/05/2021 11:50:00	2.499
04/05/2021 12:00:00	2.421
04/05/2021 12:10:00	2.341
04/05/2021 12:20:00	2.257
04/05/2021 12:30:00	2.172
04/05/2021 12:40:00	2.085
04/05/2021 12:50:00	1.998
04/05/2021 13:00:00	1.91
04/05/2021 13:10:00	1.823
04/05/2021 13:20:00	1.737
04/05/2021 13:30:00	1.653
04/05/2021 13:40:00	1.571
04/05/2021 13:50:00	1.492
04/05/2021 14:00:00	1.416
04/05/2021 14:10:00	1.345
04/05/2021 14:20:00	1.277
04/05/2021 14:30:00	1.215
04/05/2021 14:40:00	1.158
04/05/2021 14:50:00	1.107
04/05/2021 15:00:00	1.061
04/05/2021 15:10:00	1.022
04/05/2021 15:20:00	0.989
04/05/2021 15:30:00	0.963
04/05/2021 15:40:00	0.944
