Pressure,Depth,Temperature,Conductivity,Specific_conductance,Salinity,Sound_velocity,Density,Latitud,Longitud,Fecha,Hora,Estacion,Marea
0.15,0.150536813,27.35317666,48333.08468,46160.60359,29.94318033,1534.539843,1018.80588,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
0.45,0.451603928,27.42214864,48451.10463,46212.43682,29.98074174,1534.742058,1018.813574,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
0.75,0.752658422,27.48225179,48714.51292,46410.46378,30.12442544,1535.035722,1018.903689,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
1.05,1.053691321,27.47819563,48814.56796,46509.38107,30.19618574,1535.107287,1018.960135,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
1.35,1.354713042,27.49838091,48881.04627,46554.81314,30.22911708,1535.19302,1018.979748,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
1.65,1.655720624,27.5470527,49101.13036,46721.10789,30.34990153,1535.436111,1019.056253,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
1.95,1.95667167,27.67140164,49882.86671,47352.8947,30.80964504,1536.207628,1019.363039,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
2.25,2.257510109,27.76880979,50912.48138,48241.07421,31.45775331,1537.115453,1019.819706,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
2.55,2.558250347,27.81522314,51386.46466,48647.39899,31.75489277,1537.537925,1020.029192,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
2.85,2.858949516,27.85124459,51575.03366,48792.63871,31.86115455,1537.735686,1020.098682,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
3.15,3.159630211,27.86185265,51697.68095,48898.85462,31.93887907,1537.846404,1020.154918,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
3.45,3.460297802,27.86455427,51763.19496,48958.31969,31.98237002,1537.903345,1020.187995,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
3.75,3.760955398,27.86844922,51834.57955,49022.22432,32.02912406,1537.966392,1020.223138,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
4.05,4.061601837,27.87141355,51915.64628,49096.13986,32.08322836,1538.035104,1020.264101,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
4.35,4.362236811,27.87402841,51989.00136,49163.0796,32.13223081,1538.097656,1020.301346,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
4.65,4.66286092,27.87430384,52057.92002,49227.99568,32.17976036,1538.153427,1020.338239,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
4.95,4.963477072,27.86916279,52080.91462,49254.52936,32.19914169,1538.167425,1020.355742,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
5.25,5.264089511,27.87104174,52097.11992,49268.10425,32.2090175,1538.187094,1020.363843,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
5.55,5.564696327,27.87096469,52153.08568,49321.10279,32.24781927,1538.232881,1020.394297,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
5.85,5.86529423,27.87393379,52213.91992,49375.86082,32.28791946,1538.286844,1020.424744,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
6.15,6.165884985,27.86859989,52238.43555,49404.02777,32.30850896,1538.30169,1020.443217,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
6.45,6.466471508,27.87406257,52265.29032,49424.31864,32.32331953,1538.334566,1020.453868,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
6.75,6.767055513,27.87602216,52279.20219,49435.64215,32.33154837,1538.352677,1020.460706,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
7.05,7.067637055,27.87551389,52295.72461,49451.74124,32.34328308,1538.368971,1020.470973,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
7.35,7.368217617,27.87696059,52289.52972,49444.53041,32.3379067,1538.371594,1020.467758,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
7.65,7.668798184,27.87553255,52291.70775,49447.92537,32.34031567,1538.376003,1020.471318,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
7.95,7.969378662,27.88189316,52294.66602,49444.77485,32.33792009,1538.392745,1020.468757,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
8.25,8.269958811,27.88198925,52302.41722,49452.01378,32.34315092,1538.403532,1020.473944,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
8.55,8.570537781,27.87650666,52297.38835,49452.386,32.3433408,1538.396547,1020.477146,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
8.85,8.871116405,27.88046758,52300.52422,49451.64691,32.34271532,1538.409794,1020.476688,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
9.15,9.171694502,27.88176632,52308.74609,49458.20623,32.34744738,1538.422742,1020.481113,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
9.45,9.472272373,27.87977695,52298.39258,49450.2772,32.3415436,1538.417135,1020.478611,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
9.75,9.772849879,27.87643497,52300.96381,49455.834,32.34553943,1538.418942,1020.483981,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
10.05,10.07342646,27.87960339,52306.16602,49457.78965,32.34689211,1538.432504,1020.485264,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
10.35,10.37400264,27.87753582,52304,49457.67535,32.34672497,1538.432769,1020.487096,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
10.65,10.67457854,27.87414837,52297.0957,49454.31493,32.34417479,1538.427574,1020.487564,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
10.95,10.97515396,27.87300315,52299.1097,49457.29066,32.346276,1538.43229,1020.490801,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
11.25,11.27572873,27.8733775,52300.27042,49458.03814,32.34674162,1538.438676,1020.49232,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
11.55,11.5763031,27.87628693,52305.63573,49460.39025,32.34838537,1538.451968,1020.493906,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
11.85,11.87687699,27.87455207,52304.39563,49460.84041,32.34863258,1538.453412,1020.495941,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
12.15,12.17745137,27.87683582,52296.16016,49450.91678,32.34126498,1538.455807,1020.490961,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
12.45,12.47802401,27.87141228,52318.10742,49476.74477,32.36014147,1538.468648,1020.508178,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
12.75,12.77859539,27.86860603,52295.35699,49457.85497,32.3461911,1538.452733,1020.499897,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
13.05,13.07916794,27.86582379,52289.93151,49455.32648,32.3442516,1538.449531,1020.500628,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
13.35,13.37973969,27.86629585,52298.12127,49462.63061,32.34953027,1538.461209,1020.50573,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
13.65,13.68031075,27.86885904,52299.85547,49461.87266,32.34889105,1538.471322,1020.505712,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
13.95,13.9808826,27.86974049,52289.40039,49451.16045,32.34094461,1538.469974,1020.50075,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
14.25,14.28145399,27.8685627,52301.36133,49463.57406,32.34997373,1538.48192,1020.509201,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
14.55,14.58202339,27.86226654,52299.31445,49467.52937,32.3527933,1538.475882,1020.51464,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
14.85,14.88259179,27.85733128,52292.49805,49465.7002,32.35136667,1538.468408,1020.516451,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
15.15,15.18316,27.85756977,52290.14895,49463.25491,32.34948855,1538.47202,1020.516253,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
15.45,15.48372753,27.84974863,52285.23333,49465.92432,32.35136359,1538.461573,1020.521475,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
15.75,15.7842943,27.85027674,52284.30567,49464.55241,32.35027346,1538.466663,1020.521776,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
16.05,16.08486057,27.85120583,52290.18555,49469.24553,32.35363556,1538.477344,1020.525291,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
16.35,16.3854256,27.84806961,52292.89796,49474.74746,32.35759067,1538.479562,1020.530563,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
16.65,16.68599018,27.85031319,52290.69727,49470.56518,32.35443782,1538.486312,1020.528761,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
16.95,16.98655473,27.8531189,52297.42383,49474.30248,32.35709868,1538.500449,1020.531144,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
17.25,17.28711791,27.84544779,52296.77281,49480.86826,32.36183385,1538.49335,1020.538465,2.7193027,-78.4001539,02/05/2021 0:00,  7:36:24,G03,Alta
