Pressure,Depth,Temperature,Conductivity,Specific_conductance,Salinity,Sound_velocity,Density,Latitud,Longitud,Fecha,Hora,Estacion,Marea
0.15,0.150985104,27.56946159,42754.75859,40665.01472,25.99559096,1530.873996,1015.777996,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
0.45,0.452782046,27.48480921,44873.00351,42748.56305,27.48292252,1532.250919,1016.920216,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
0.75,0.754242591,27.45008167,47026.08238,44829.37002,28.97958621,1533.754397,1018.054772,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
1.05,1.05544584,27.45413441,48196.47717,45941.54275,29.78412651,1534.61759,1018.658475,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
1.35,1.356537535,27.46801379,48506.60842,46224.93298,29.98958894,1534.871119,1018.809584,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
1.65,1.657594086,27.47257209,48679.04492,46385.22849,30.10586339,1535.009276,1018.896709,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
1.95,1.958611482,27.47298794,49020.48116,46710.20566,30.34187595,1535.264393,1019.075035,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
2.25,2.259586817,27.49688505,49260.52392,46917.56841,30.49259571,1535.482877,1019.181892,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
2.55,2.560537395,27.5076756,49392.51326,47033.61241,30.5769541,1535.601488,1019.24309,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
2.85,2.861460489,27.52924195,49664.5574,47273.24778,30.75135303,1535.839567,1019.368461,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
3.15,3.162349097,27.55471383,49910.61091,47484.42839,30.90516076,1536.064698,1019.477126,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
3.45,3.463212258,27.5830882,50075.82158,47615.90019,31.0009477,1536.235086,1019.541297,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
3.75,3.764056121,27.60828118,50241.6066,47750.66346,31.09917943,1536.400776,1019.608309,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
4.05,4.064884503,27.62394194,50337.39611,47827.46622,31.1551491,1536.500277,1019.646626,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
4.35,4.365675511,27.67688157,50832.08119,48248.94685,31.46292701,1536.949472,1019.862091,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
4.65,4.666430713,27.69808691,50916.44122,48309.57271,31.50716952,1537.048963,1019.889814,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
4.95,4.967174715,27.71778166,51038.57887,48407.36584,31.57860131,1537.173689,1019.938433,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
5.25,5.267905075,27.72696705,51135.83939,48491.16329,31.63981643,1537.263969,1019.982745,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
5.55,5.5686244,27.74061873,51214.49816,48553.18291,31.68511424,1537.34749,1020.013672,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
5.85,5.869333318,27.74729893,51299.64617,48627.74702,31.7396021,1537.425023,1020.053735,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
6.15,6.170030408,27.76034904,51395.91458,48706.95088,31.79750229,1537.520451,1020.094314,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
6.45,6.470719983,27.78299141,51450.28516,48737.56089,31.81983538,1537.59988,1020.105102,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
6.75,6.771405072,27.78128578,51483.69726,48770.78732,31.84408358,1537.62668,1020.125149,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
7.05,7.072086823,27.78604277,51494.64895,48776.76583,31.84838015,1537.646942,1020.128138,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
7.35,7.372767659,27.79162888,51508.10643,48784.3504,31.85385303,1537.670302,1020.131743,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
7.65,7.673446984,27.79421931,51523.3992,48796.44009,31.86262509,1537.69042,1020.138788,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
7.95,7.974125025,27.79575614,51527.42055,48798.82809,31.864292,1537.700683,1020.140837,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
8.25,8.274802276,27.79949166,51538.13566,48805.52259,31.86911313,1537.719202,1020.144547,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
8.55,8.575478938,27.80284248,51542.40194,48806.46526,31.86972167,1537.732416,1020.145217,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
8.85,8.876154321,27.79876081,51549.66195,48817.11347,31.87743795,1537.736459,1020.153615,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
9.15,9.176828308,27.80520439,51560.375,48821.30047,31.88042303,1537.759112,1020.155075,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
9.45,9.477501461,27.79722424,51554.12021,48822.75627,31.88140635,1537.747317,1020.159671,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
9.75,9.778171658,27.79280747,51575.14266,48846.75122,31.89889891,1537.760915,1020.175517,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
10.05,10.07883827,27.79194039,51588.41398,48860.12297,31.90861141,1537.77427,1020.18438,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
10.35,10.37950163,27.78564282,51602.18342,48878.99499,31.92235272,1537.779695,1020.198014,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
10.65,10.68016288,27.78736877,51604.58594,48879.67248,31.92276702,1537.789062,1020.199061,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
10.95,10.98082338,27.78609213,51608.72148,48884.77192,31.92642021,1537.795111,1020.203506,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
11.25,11.28148228,27.77877549,51607.7002,48890.58123,31.93059232,1537.788158,1020.210282,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
11.55,11.58213944,27.77630464,51611.85759,48896.80884,31.9350718,1537.792398,1020.215731,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
11.85,11.88279409,27.77084365,51623.65794,48913.04968,31.94688659,1537.797664,1020.22765,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
12.15,12.18344478,27.75982529,51633.21708,48932.32379,31.96092275,1537.7928,1020.243023,2.8328419,-78.319802,04/05/2021,  9:51:58,S01,Alta
