"PC01","PC02","PC03","PC04","PC05","PC06","PC07","PC08","PC09","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27"
"S02A",-4.05556572226755,-1.28923986790969,-0.17937442784341,-0.363489217772707,-0.609480825541025,-0.480886931531573,0.153943355967473,0.34097683489586,0.4230768519889,0.125820786105965,0.315240859203938,-0.318654996951562,0.0275901161180541,0.0235532958529547,0.229946904929198,-0.121014933966517,-0.217015325435274,-0.0854785425642822,0.0822405088753888,-0.115674442239907,0.0213901116181786,-0.00975648136572529,0.00822535161646817,0.012935730388494,0.00627426351331817,0.000627542027879666,-3.61726331621734e-05
"S02B",-2.91779420436508,-1.59036073779204,0.196846856620365,-0.249919947992693,0.984783562543224,0.451949283256432,0.261124218845688,-0.469120571630894,0.894288720432294,0.498604555288031,-0.99826627651507,0.257237060101363,0.0395597944163831,0.0768543257162277,0.351811131737046,-0.0401468480364757,0.168562999390063,0.060995529847885,-0.0390297919437888,0.0177728593053438,-0.0333346789783687,-0.0167532620126696,0.0204038736905868,0.00788677076275161,-0.00185021320788525,0.000412586509597995,-1.50829368378309e-05
"S03A",-3.41448245239692,-0.772413630413549,-0.0107002960224066,0.693651780375369,-0.724215596306105,-0.0421815455331762,0.823193748956986,-0.00742724243523533,0.220785246618121,-0.523273518676293,0.0766333807345248,-0.917327503339315,0.210904906827556,-0.134079903883259,0.0884630473504842,0.0684085304844523,0.0299822345641532,0.00956723696651801,-0.0542456521897838,0.0650026591894415,0.0254615651604638,-0.00122824738128682,0.0150754687524912,-0.0030110600169147,-0.00670643118206038,0.000901582961269493,-0.000116013104466353
"S03B",-0.622375717624694,-1.89400100685145,-0.946610925924084,1.78332293114506,-1.21087032311734,0.143266813738538,0.469450455437288,-0.533339502442857,0.346467071092619,-0.0549671225053838,-0.694653141636541,-0.449300526716306,-0.0165208819777783,0.100469074736104,-0.228248498738572,-0.240420913938246,-0.085829413372159,0.0875945645584588,-0.0417031830433515,-0.034740015576413,-0.00683700535024435,-0.0207470855939858,-0.00462707474761873,-0.012879732984158,0.00948427544195818,-0.000678412125034084,7.13551619517553e-05
"S04A",-0.367725269129853,2.84593566763182,1.34698129938094,0.103594694490707,-0.284067812319045,-0.218937099805097,0.411705842014501,-0.47104403352851,0.17064398412897,-0.560068059099855,0.336334267379487,0.395797227395238,-0.0604804953382187,0.442994711557237,0.181082319438684,0.0953583473260218,0.00873929051793367,-0.0178804331366543,-0.148780048046532,-0.0189445030226061,0.0680208941666274,-0.000756876372674936,-0.0166785184589913,-0.00405709862082218,0.00393377469115072,-0.000130926475869347,-3.11512634846243e-05
"S04B",3.38787251891258,-0.0139024126289447,-1.04553832760563,1.36565947023395,-0.472709222751485,-0.0504121261485896,-0.683845690669518,0.683123056051606,0.21329663769236,-0.34569482541941,-0.358514396343519,0.478608166543573,-0.143545688319201,0.363533627773977,-0.415843349232401,-0.179785007934238,0.000794942195668023,-0.161327070069072,-0.0234239959891327,-0.0341811171964237,0.0132135197922121,0.0271650793071934,0.0151832313755326,-0.0025149816063857,-0.00487172523857476,0.000847274388035224,-6.80881944052168e-05
"S05A",0.174797409450541,2.69976315801202,0.637566506437428,0.00298058339031962,1.22192893761587,-0.290182503243135,1.52000256727949,0.425943919466371,0.403202499818997,-0.72705975436569,0.0295660519574557,0.170467055065768,-0.0171343388200932,-0.262917861627918,0.133400629672326,-0.300748424386252,0.012230921263233,0.277180392517852,0.0708966663130358,-0.0545801809608282,-0.012935461429247,0.028435552275667,-0.00235599023255779,-0.00675531223884734,-0.00292952285002182,-0.000771723725408843,2.55861351903567e-05
"S05B",5.71654465102525,0.331413311529919,-2.43230208738295,0.574041350723515,-0.780027542033789,-1.15318315787156,-0.430669307178636,-1.98599335805943,-0.173421117787488,-0.551717781167197,0.291622719459129,0.0495265255877846,0.438912988917055,-0.278970677540135,0.0946747879693196,-0.102701845229806,-0.0574284570063179,-0.0689466795944895,-0.141568096063471,-0.0294462883301071,-0.0321676703734448,0.0184739875303813,-0.00069813209820857,0.00359812521481445,-0.00204553680673392,0.00031752471194918,1.32632884849442e-05
"S06A",3.75066666854344,-1.484713024435,0.181962665805641,1.09717858216424,2.97693727037558,-1.3115647023073,0.749263749686281,0.508902607962031,-0.548166140562131,0.117520177263688,-0.160338621972874,0.15258564748214,0.149604017314271,0.11082057269569,0.104139374628437,-0.161896875779318,-0.359309810848907,-0.148902522299029,-0.0338737886028003,0.109905277081348,-0.0274748884080958,-0.00447218615846315,0.000907384144236523,-0.0022322513990142,0.00164934862165245,0.000462419774949742,2.84225474534473e-05
"S06B",6.70521230561565,-0.0920150677625954,-3.01193859460194,-0.968929190514708,0.85528717673153,-1.28306145315207,1.78800917297008,0.0776209119831873,-0.696979066157724,0.639888254655471,-0.20384421789282,-0.19442674161183,-0.034480883110593,0.0987874743521416,-0.0672706891281483,0.244964071559756,0.221382165550906,0.0171761399192348,0.028910529143397,-0.084191643759249,0.0532444405298511,-0.0114335069048491,-0.00159528726135444,0.00356514396136803,-0.000339927686699326,-0.000131329416361847,-1.44100360687845e-05
