Etiquetas de fila,Transecto,Sector,Marea,Actinociclus sp,Actinocyclus senarius,aff Dactiliosolen,aff Surriliella,Alexandrium sp,Asteromphalus sp,Aulacodiscus archangelskianus,Aulacodiscus kittonii,Bacillaria paxillifer,Bacteriastrum delicatulum,Bacteriastrum furcatum,Bacteriastrum hyalinum,Central desconocida,Cerataulina bicornis,Cerataulina dentata,Cerataulina pelagica,Cerataulina sp,Ceratocorys horrida,Chaetoceros aff paradoxus,Chaetoceros affinis,Chaetoceros brevis,Chaetoceros brevis complex,Chaetoceros coarctatus,Chaetoceros compressus,Chaetoceros curvisetus,Chaetoceros danicus,Chaetoceros debilis,Chaetoceros denticulatus,Chaetoceros diversus,Chaetoceros laciniosus,Chaetoceros lorenzianus,Chaetoceros paradoxus,Chaetoceros peruvianus,Chaetoceros protuberans,Chaetoceros pseudocurvisetus,Chaetoceros radicans,Chaetoceros sp 1,Chaetoceros sp 2,Chaetoceros sp 3,Chaetoceros subtilis,Chetoceros diversus,Cianobacteria,Climacodiun frauenefeldianum,Coscinodicus sp 2,Coscinodiscopsis jonesiana,Coscinodiscus asteromphalus,Coscinodiscus centralis,Coscinodiscus gigas,Coscinodiscus granii,Coscinodiscus marginatus,Coscinodiscus perforatus,Coscinodiscus radiatus,Coscinodiscus sp 1,Coscinodiscus sp 2,Coscinodiscus sp 3,Coscinodiscus wailesii,Coscinodiscus wailesii-gigas,Coscinodisus gigas,Cyclotella striata,Dactyliosolen sp,Diatomea central pequeña,Diatomea pennada,Dinoflagelado circular,Dinoflageladodesnudo,Dinoflagelados 1,Dinophysis caudata,Diploneis gruendleri,Ditylum,Ditylum brightwellii,Entomoneis sp,Eucampia zodiacus,Gonyalacaceae,Gonyaulax polygramma,Gonyaulax sp,Guinardia delicatula,Guinardia flaccida,Guinardia sp,Guinardia striata,Gyrodinium spirale,Gyrosigma sp,Gyrosigma sp 2,Hemiaulus hauckii,Hemiaulus membranaceus,Hemiaulus sinensis,Hemiaulus sp,Hobaniella longicruris,Leptocilindrus danicus,Leptocilindrus sp,Lioloma elongatum,Lioloma pacificum,Lithodesmium undulatum,Lyrella sp,Melosira sp,Meuniera membranacea,Navicula sp,Neocalyptrella robusta,Neodelphineis pelagica,Nepcalliptrella robusta,Nitzschia closterium,Nitzschia sigmaformis,Nitzschia sigmoidea,Nitzschia sp,Odontella aurita,Ornitocercus sp,Ornitocercus stenii,Ornitocercus thumii,Phaeodactylum,Phalacorma sp,Phalacroma mitra,Phalacroma rapa,Phalacroma sp,Plagiotropis sp,Planktoniella muriformis,Podolampas bipes,Proboscia alata,Proboscia sp,Prorocentrum cf cordatum,Prorocentrum compressum,Prorocentrum lima,Prorocentrum mexicanum,Prorocentrum rhathymum,Prorocentrum sp,Protoperidinium (circular),Protoperidinium (esperico),Protoperidinium (pentagonal -falda),Protoperidinium (pentagonal),Protoperidinium (pentagonal-falconiforma),Protoperidinium (pentagonal-falda),Protoperidinium pyriforme,Protoperidinium pyrum,Protoperidinium sp 1,Protoperidinium sp 2,Protoperidinium sp 3,Protoperidinium sp 4,Protoperidinium sp3,Pseudonitzschia sp,Pseudosolenia calcar-avis,Pseudosolenia sp,Pyrocystis sp,Pyrodinium bahamense,Pyrodinium sp,Pyrophacus sp,Rhizolenia imbricata var. Shrubsolei,Rhizosolenia bergonii,Rhizosolenia cf hebetata,Rhizosolenia imbricata,Rhizosolenia setigera,Scripsiella sp,Skeletonema costatum,Skeletonema pseudocostatum,Skeletonema tropicum,Stellarima sp,Stephanopyxis sp,Stephanopyxis turris,Streptotheca sp,Synedra sp,Thalassionema,Thalassionema frauenfeldii,Thalassionema nitzschioides,Thalassionema nitzschioides/pseudo,Thalassionema sp,Thalassiosira nitzschioides,Thalassiosira sp,Thalssionema ,Trieres chinensis,Trieres mobiliensis,Trios muelleri,Tripos aff brevis,Tripos aff muelleri-brevis,Tripos arietinus,Tripos armatum,Tripos brevis,Tripos candelabrum,Tripos cf brevis,Tripos cf karsteni,Tripos cf mssiliensis,Tripos cf muelleri,Tripos cf vultur,Tripos declinatus,Tripos eugrammus,Tripos extensus,Tripos fusus,Tripos lunula,Tripos macroceros,Tripos massiliensis,Tripos muelleri,Tripos pentagonus,Tripos sp,Tripos trichoceros
G05A,Guascama,Costero,Alta,0,0,0,0,0,0,0,0,0,117,0,117,17,0,17,17,0,33,0,133,0,0,0,0,0,50,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,183,200,0,100,17,67,183,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,17,0,0,0,33,0,0,33,0,0,17,0,0,67,0,150,0,0,0,33,0,0,0,0,0,0,17,167,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,600,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,33,250,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,17,0,0,0
G05B,Guascama,Costero,Baja,0,17,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,383,67,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,100,0,0,0,0,0,0,0,283,0,0,0,117,0,167,0,133,200,33,0,0,67,0,0,0,0,0,0,0,0,0,0,67,0,17,0,0,0,0,100,0,0,0,0,0,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2583,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,167,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G06A,Guascama,Costero,Alta,0,0,0,0,0,0,0,0,0,117,17,0,0,0,0,33,67,0,0,300,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,183,533,0,0,50,0,117,0,117,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,83,50,0,0,0,117,0,0,0,0,0,33,0,0,0,0,67,0,0,0,0,0,0,17,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,2200,0,33,0,0,0,0,0,0,0,217,0,0,0,0,0,367,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0
G06B,Guascama,Costero,Baja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,300,0,233,0,0,50,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01A,Sanquianga,Oceanico,Alta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,17,0,0,117,33,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,0,0,50,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
S01B,Sanquianga,Oceanico,Baja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,0,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,267,67,0,0,17,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S02A,Sanquianga,Oceanico,Alta,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,17,0,0,0,0,0,0,50,0,0,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0
S02B,Sanquianga,Oceanico,Baja,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,50,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,33,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,17,0,0,0,0,0,0,0,750,133,0,0,0,0,0,0,0,33,50,0,0,0,0,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,0,0,0
S03A,Sanquianga,Oceanico,Alta,0,0,17,17,0,0,0,0,0,33,0,0,0,0,0,0,0,17,0,317,0,100,0,0,0,17,0,0,300,0,333,0,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,33,0,0,0,0,17,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,33,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
S03B,Sanquianga,Oceanico,Baja,0,67,0,0,0,0,0,0,200,83,0,0,0,0,83,50,0,0,0,533,117,0,0,0,17,167,0,0,117,0,83,0,0,0,0,0,0,0,0,0,0,0,0,600,433,0,0,17,50,0,100,0,0,0,50,83,0,0,0,0,0,0,0,0,0,0,0,0,50,17,0,0,0,0,33,83,0,0,0,50,17,0,0,0,0,33,0,0,17,17,17,0,0,0,100,17,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,100,0,0,0,0,0,0,33,0,0,100,0,0,5333,0,0,0,0,67,0,0,0,0,183,0,0,0,17,0,267,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,33,0,0,0
S04A,Sanquianga,Costero,Alta,0,0,0,0,0,0,0,0,0,0,17,150,0,0,0,0,0,0,0,833,183,0,0,0,0,67,0,17,483,0,283,33,50,0,67,0,467,0,0,0,0,0,0,0,17,0,0,17,17,0,33,0,17,67,0,0,0,0,0,0,0,33,0,0,0,0,0,0,50,0,0,0,0,0,0,33,17,0,0,0,0,0,0,17,0,0,0,0,50,0,17,0,0,0,0,17,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,17,0,100,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,17,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,17,0,0,0,0,0,0,0,33,33,17,0,0,0,0,50,0,0,0
S04B,Sanquianga,Costero,Baja,0,67,0,0,0,0,0,0,250,0,0,133,0,0,0,50,0,0,0,83,0,0,0,0,150,0,0,33,0,0,133,0,0,0,0,0,0,0,0,0,133,0,0,0,167,0,0,0,0,0,33,0,117,0,100,0,0,0,0,0,0,0,0,0,0,33,0,0,50,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,33,0,0,0,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2533,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,150,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
S05A,Sanquianga,Costero,Alta,0,0,0,0,0,0,0,0,0,0,0,383,0,17,17,33,0,0,0,917,0,0,33,33,0,183,167,67,200,0,383,133,17,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,33,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,183,17,17,0,17,0,33,17,0,0,67,0,50,0,0,17,0,0,33,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,50,0,0,0,0,0,17,0,17,0,100,0,0,1733,0,950,0,0,33,0,0,0,0,17,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,33,0
S05B,Sanquianga,Costero,Baja,0,0,0,0,0,0,0,17,233,0,0,117,0,0,0,0,83,17,50,200,67,0,0,0,2850,100,967,0,100,0,400,317,0,0,0,0,583,0,117,0,0,0,0,0,883,17,0,0,33,0,0,217,217,833,0,0,0,0,0,0,0,0,0,0,0,33,0,0,83,0,0,0,0,0,0,283,0,0,0,33,33,0,0,0,0,33,0,0,50,0,150,0,33,0,0,0,0,0,0,33,0,150,0,0,0,0,0,0,17,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,0,0,83,0,0,0,0,0,0,0,0,0,117,0,0,7367,0,0,0,0,83,0,0,0,0,350,0,0,0,0,0,633,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
S06A,Sanquianga,Costero,Alta,0,0,0,0,0,0,0,0,0,50,0,83,0,0,0,17,50,0,0,483,0,0,67,0,1167,250,0,33,100,0,350,0,67,0,0,17,1050,83,0,0,0,0,0,0,100,150,0,17,67,17,100,17,50,333,0,33,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,17,0,283,0,0,0,0,0,0,0,33,33,83,33,0,33,83,100,17,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,17,17,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,17,83,17,0,4783,150,2583,0,0,17,0,0,0,0,367,0,0,0,0,0,467,183,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,17,0,0,0
S06B,Sanquianga,Costero,Baja,0,33,0,0,0,0,0,0,433,0,0,67,0,0,0,17,0,0,0,517,0,0,0,133,4467,50,0,17,67,0,967,0,83,0,0,0,783,0,0,150,0,0,0,0,2517,483,0,0,317,0,433,250,667,483,0,17,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,567,0,0,0,150,0,0,0,0,0,0,0,0,83,0,83,0,0,0,17,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,83,0,0,0,0,67,0,0,0,0,0,0,0,0,0,100,33,0,14000,0,0,0,33,217,0,0,0,0,0,0,0,467,0,0,833,217,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
