"combinada","altura","fecha","hora","fecha_Hora"
"619","03/05/2021 7:00",2.682,"2021-05-03","7:00:00",2021-05-03 07:00:00
"620","03/05/2021 7:10",2.761,"2021-05-03","7:10:00",2021-05-03 07:10:00
"621","03/05/2021 7:20",2.834,"2021-05-03","7:20:00",2021-05-03 07:20:00
"622","03/05/2021 7:30",2.9,"2021-05-03","7:30:00",2021-05-03 07:30:00
"623","03/05/2021 7:40",2.958,"2021-05-03","7:40:00",2021-05-03 07:40:00
"624","03/05/2021 7:50",3.009,"2021-05-03","7:50:00",2021-05-03 07:50:00
"625","03/05/2021 8:00",3.051,"2021-05-03","8:00:00",2021-05-03 08:00:00
"626","03/05/2021 8:10",3.086,"2021-05-03","8:10:00",2021-05-03 08:10:00
"627","03/05/2021 8:20",3.111,"2021-05-03","8:20:00",2021-05-03 08:20:00
"628","03/05/2021 8:30",3.128,"2021-05-03","8:30:00",2021-05-03 08:30:00
"629","03/05/2021 8:40",3.136,"2021-05-03","8:40:00",2021-05-03 08:40:00
"630","03/05/2021 8:50",3.135,"2021-05-03","8:50:00",2021-05-03 08:50:00
"631","03/05/2021 9:00",3.126,"2021-05-03","9:00:00",2021-05-03 09:00:00
"632","03/05/2021 9:10",3.107,"2021-05-03","9:10:00",2021-05-03 09:10:00
"633","03/05/2021 9:20",3.081,"2021-05-03","9:20:00",2021-05-03 09:20:00
"634","03/05/2021 9:30",3.046,"2021-05-03","9:30:00",2021-05-03 09:30:00
"635","03/05/2021 9:40",3.003,"2021-05-03","9:40:00",2021-05-03 09:40:00
"636","03/05/2021 9:50",2.952,"2021-05-03","9:50:00",2021-05-03 09:50:00
"637","03/05/2021 10:00",2.894,"2021-05-03","10:00:00",2021-05-03 10:00:00
"638","03/05/2021 10:10",2.829,"2021-05-03","10:10:00",2021-05-03 10:10:00
"639","03/05/2021 10:20",2.758,"2021-05-03","10:20:00",2021-05-03 10:20:00
"640","03/05/2021 10:30",2.681,"2021-05-03","10:30:00",2021-05-03 10:30:00
"641","03/05/2021 10:40",2.599,"2021-05-03","10:40:00",2021-05-03 10:40:00
"642","03/05/2021 10:50",2.512,"2021-05-03","10:50:00",2021-05-03 10:50:00
"643","03/05/2021 11:00",2.422,"2021-05-03","11:00:00",2021-05-03 11:00:00
"644","03/05/2021 11:10",2.328,"2021-05-03","11:10:00",2021-05-03 11:10:00
"645","03/05/2021 11:20",2.232,"2021-05-03","11:20:00",2021-05-03 11:20:00
"646","03/05/2021 11:30",2.134,"2021-05-03","11:30:00",2021-05-03 11:30:00
"647","03/05/2021 11:40",2.034,"2021-05-03","11:40:00",2021-05-03 11:40:00
"648","03/05/2021 11:50",1.935,"2021-05-03","11:50:00",2021-05-03 11:50:00
"649","03/05/2021 12:00",1.835,"2021-05-03","12:00:00",2021-05-03 12:00:00
"650","03/05/2021 12:10",1.737,"2021-05-03","12:10:00",2021-05-03 12:10:00
"651","03/05/2021 12:20",1.641,"2021-05-03","12:20:00",2021-05-03 12:20:00
"652","03/05/2021 12:30",1.546,"2021-05-03","12:30:00",2021-05-03 12:30:00
"653","03/05/2021 12:40",1.455,"2021-05-03","12:40:00",2021-05-03 12:40:00
"654","03/05/2021 12:50",1.368,"2021-05-03","12:50:00",2021-05-03 12:50:00
"655","03/05/2021 13:00",1.285,"2021-05-03","13:00:00",2021-05-03 13:00:00
"656","03/05/2021 13:10",1.207,"2021-05-03","13:10:00",2021-05-03 13:10:00
"657","03/05/2021 13:20",1.134,"2021-05-03","13:20:00",2021-05-03 13:20:00
"658","03/05/2021 13:30",1.067,"2021-05-03","13:30:00",2021-05-03 13:30:00
"659","03/05/2021 13:40",1.006,"2021-05-03","13:40:00",2021-05-03 13:40:00
"660","03/05/2021 13:50",0.952,"2021-05-03","13:50:00",2021-05-03 13:50:00
"661","03/05/2021 14:00",0.906,"2021-05-03","14:00:00",2021-05-03 14:00:00
"662","03/05/2021 14:10",0.867,"2021-05-03","14:10:00",2021-05-03 14:10:00
"663","03/05/2021 14:20",0.835,"2021-05-03","14:20:00",2021-05-03 14:20:00
"664","03/05/2021 14:30",0.811,"2021-05-03","14:30:00",2021-05-03 14:30:00
"665","03/05/2021 14:40",0.796,"2021-05-03","14:40:00",2021-05-03 14:40:00
"666","03/05/2021 14:50",0.788,"2021-05-03","14:50:00",2021-05-03 14:50:00
"667","03/05/2021 15:00",0.788,"2021-05-03","15:00:00",2021-05-03 15:00:00
"668","03/05/2021 15:10",0.797,"2021-05-03","15:10:00",2021-05-03 15:10:00
"669","03/05/2021 15:20",0.813,"2021-05-03","15:20:00",2021-05-03 15:20:00
"670","03/05/2021 15:30",0.837,"2021-05-03","15:30:00",2021-05-03 15:30:00
"671","03/05/2021 15:40",0.869,"2021-05-03","15:40:00",2021-05-03 15:40:00
"672","03/05/2021 15:50",0.908,"2021-05-03","15:50:00",2021-05-03 15:50:00
"673","03/05/2021 16:00",0.954,"2021-05-03","16:00:00",2021-05-03 16:00:00
"674","03/05/2021 16:10",1.007,"2021-05-03","16:10:00",2021-05-03 16:10:00
"675","03/05/2021 16:20",1.066,"2021-05-03","16:20:00",2021-05-03 16:20:00
"676","03/05/2021 16:30",1.131,"2021-05-03","16:30:00",2021-05-03 16:30:00
"677","03/05/2021 16:40",1.201,"2021-05-03","16:40:00",2021-05-03 16:40:00
"678","03/05/2021 16:50",1.276,"2021-05-03","16:50:00",2021-05-03 16:50:00
"679","03/05/2021 17:00",1.355,"2021-05-03","17:00:00",2021-05-03 17:00:00
"680","03/05/2021 17:10",1.439,"2021-05-03","17:10:00",2021-05-03 17:10:00
"681","03/05/2021 17:20",1.525,"2021-05-03","17:20:00",2021-05-03 17:20:00
"682","03/05/2021 17:30",1.614,"2021-05-03","17:30:00",2021-05-03 17:30:00
"683","03/05/2021 17:40",1.705,"2021-05-03","17:40:00",2021-05-03 17:40:00
"684","03/05/2021 17:50",1.798,"2021-05-03","17:50:00",2021-05-03 17:50:00
"685","03/05/2021 18:00",1.891,"2021-05-03","18:00:00",2021-05-03 18:00:00
"686","03/05/2021 18:10",1.984,"2021-05-03","18:10:00",2021-05-03 18:10:00
"687","03/05/2021 18:20",2.076,"2021-05-03","18:20:00",2021-05-03 18:20:00
"688","03/05/2021 18:30",2.167,"2021-05-03","18:30:00",2021-05-03 18:30:00
"689","03/05/2021 18:40",2.257,"2021-05-03","18:40:00",2021-05-03 18:40:00
"690","03/05/2021 18:50",2.343,"2021-05-03","18:50:00",2021-05-03 18:50:00
"691","03/05/2021 19:00",2.426,"2021-05-03","19:00:00",2021-05-03 19:00:00
"692","03/05/2021 19:10",2.505,"2021-05-03","19:10:00",2021-05-03 19:10:00
"693","03/05/2021 19:20",2.58,"2021-05-03","19:20:00",2021-05-03 19:20:00
"694","03/05/2021 19:30",2.649,"2021-05-03","19:30:00",2021-05-03 19:30:00
"695","03/05/2021 19:40",2.714,"2021-05-03","19:40:00",2021-05-03 19:40:00
"696","03/05/2021 19:50",2.772,"2021-05-03","19:50:00",2021-05-03 19:50:00
"697","03/05/2021 20:00",2.824,"2021-05-03","20:00:00",2021-05-03 20:00:00
"698","03/05/2021 20:10",2.869,"2021-05-03","20:10:00",2021-05-03 20:10:00
"699","03/05/2021 20:20",2.906,"2021-05-03","20:20:00",2021-05-03 20:20:00
"700","03/05/2021 20:30",2.937,"2021-05-03","20:30:00",2021-05-03 20:30:00
"701","03/05/2021 20:40",2.96,"2021-05-03","20:40:00",2021-05-03 20:40:00
"702","03/05/2021 20:50",2.975,"2021-05-03","20:50:00",2021-05-03 20:50:00
"703","03/05/2021 21:00",2.983,"2021-05-03","21:00:00",2021-05-03 21:00:00
"704","03/05/2021 21:10",2.982,"2021-05-03","21:10:00",2021-05-03 21:10:00
"705","03/05/2021 21:20",2.974,"2021-05-03","21:20:00",2021-05-03 21:20:00
"706","03/05/2021 21:30",2.958,"2021-05-03","21:30:00",2021-05-03 21:30:00
"707","03/05/2021 21:40",2.933,"2021-05-03","21:40:00",2021-05-03 21:40:00
"708","03/05/2021 21:50",2.901,"2021-05-03","21:50:00",2021-05-03 21:50:00
"709","03/05/2021 22:00",2.862,"2021-05-03","22:00:00",2021-05-03 22:00:00
"710","03/05/2021 22:10",2.815,"2021-05-03","22:10:00",2021-05-03 22:10:00
"711","03/05/2021 22:20",2.761,"2021-05-03","22:20:00",2021-05-03 22:20:00
"712","03/05/2021 22:30",2.701,"2021-05-03","22:30:00",2021-05-03 22:30:00
"713","03/05/2021 22:40",2.634,"2021-05-03","22:40:00",2021-05-03 22:40:00
"714","03/05/2021 22:50",2.562,"2021-05-03","22:50:00",2021-05-03 22:50:00
"715","03/05/2021 23:00",2.485,"2021-05-03","23:00:00",2021-05-03 23:00:00
"716","03/05/2021 23:10",2.403,"2021-05-03","23:10:00",2021-05-03 23:10:00
"717","03/05/2021 23:20",2.317,"2021-05-03","23:20:00",2021-05-03 23:20:00
"718","03/05/2021 23:30",2.228,"2021-05-03","23:30:00",2021-05-03 23:30:00
"719","03/05/2021 23:40",2.137,"2021-05-03","23:40:00",2021-05-03 23:40:00
"720","03/05/2021 23:50",2.043,"2021-05-03","23:50:00",2021-05-03 23:50:00
"721","04/05/2021 0:00",1.948,"2021-05-04","0:00:00",2021-05-04 00:00:00
"722","04/05/2021 0:10",1.852,"2021-05-04","0:10:00",2021-05-04 00:10:00
"723","04/05/2021 0:20",1.756,"2021-05-04","0:20:00",2021-05-04 00:20:00
"724","04/05/2021 0:30",1.661,"2021-05-04","0:30:00",2021-05-04 00:30:00
"725","04/05/2021 0:40",1.568,"2021-05-04","0:40:00",2021-05-04 00:40:00
"726","04/05/2021 0:50",1.476,"2021-05-04","0:50:00",2021-05-04 00:50:00
"727","04/05/2021 1:00",1.386,"2021-05-04","1:00:00",2021-05-04 01:00:00
"728","04/05/2021 1:10",1.3,"2021-05-04","1:10:00",2021-05-04 01:10:00
"729","04/05/2021 1:20",1.217,"2021-05-04","1:20:00",2021-05-04 01:20:00
"730","04/05/2021 1:30",1.139,"2021-05-04","1:30:00",2021-05-04 01:30:00
"731","04/05/2021 1:40",1.065,"2021-05-04","1:40:00",2021-05-04 01:40:00
"732","04/05/2021 1:50",0.996,"2021-05-04","1:50:00",2021-05-04 01:50:00
"733","04/05/2021 2:00",0.933,"2021-05-04","2:00:00",2021-05-04 02:00:00
"734","04/05/2021 2:10",0.875,"2021-05-04","2:10:00",2021-05-04 02:10:00
"735","04/05/2021 2:20",0.824,"2021-05-04","2:20:00",2021-05-04 02:20:00
"736","04/05/2021 2:30",0.78,"2021-05-04","2:30:00",2021-05-04 02:30:00
"737","04/05/2021 2:40",0.742,"2021-05-04","2:40:00",2021-05-04 02:40:00
"738","04/05/2021 2:50",0.712,"2021-05-04","2:50:00",2021-05-04 02:50:00
"739","04/05/2021 3:00",0.69,"2021-05-04","3:00:00",2021-05-04 03:00:00
"740","04/05/2021 3:10",0.675,"2021-05-04","3:10:00",2021-05-04 03:10:00
"741","04/05/2021 3:20",0.668,"2021-05-04","3:20:00",2021-05-04 03:20:00
"742","04/05/2021 3:30",0.668,"2021-05-04","3:30:00",2021-05-04 03:30:00
"743","04/05/2021 3:40",0.677,"2021-05-04","3:40:00",2021-05-04 03:40:00
"744","04/05/2021 3:50",0.693,"2021-05-04","3:50:00",2021-05-04 03:50:00
"745","04/05/2021 4:00",0.717,"2021-05-04","4:00:00",2021-05-04 04:00:00
"746","04/05/2021 4:10",0.748,"2021-05-04","4:10:00",2021-05-04 04:10:00
"747","04/05/2021 4:20",0.786,"2021-05-04","4:20:00",2021-05-04 04:20:00
"748","04/05/2021 4:30",0.832,"2021-05-04","4:30:00",2021-05-04 04:30:00
"749","04/05/2021 4:40",0.884,"2021-05-04","4:40:00",2021-05-04 04:40:00
"750","04/05/2021 4:50",0.942,"2021-05-04","4:50:00",2021-05-04 04:50:00
"751","04/05/2021 5:00",1.007,"2021-05-04","5:00:00",2021-05-04 05:00:00
"752","04/05/2021 5:10",1.076,"2021-05-04","5:10:00",2021-05-04 05:10:00
"753","04/05/2021 5:20",1.151,"2021-05-04","5:20:00",2021-05-04 05:20:00
"754","04/05/2021 5:30",1.23,"2021-05-04","5:30:00",2021-05-04 05:30:00
"755","04/05/2021 5:40",1.313,"2021-05-04","5:40:00",2021-05-04 05:40:00
"756","04/05/2021 5:50",1.4,"2021-05-04","5:50:00",2021-05-04 05:50:00
"757","04/05/2021 6:00",1.489,"2021-05-04","6:00:00",2021-05-04 06:00:00
"758","04/05/2021 6:10",1.581,"2021-05-04","6:10:00",2021-05-04 06:10:00
"759","04/05/2021 6:20",1.675,"2021-05-04","6:20:00",2021-05-04 06:20:00
"760","04/05/2021 6:30",1.769,"2021-05-04","6:30:00",2021-05-04 06:30:00
"761","04/05/2021 6:40",1.864,"2021-05-04","6:40:00",2021-05-04 06:40:00
"762","04/05/2021 6:50",1.959,"2021-05-04","6:50:00",2021-05-04 06:50:00
"763","04/05/2021 7:00",2.053,"2021-05-04","7:00:00",2021-05-04 07:00:00
"764","04/05/2021 7:10",2.145,"2021-05-04","7:10:00",2021-05-04 07:10:00
"765","04/05/2021 7:20",2.236,"2021-05-04","7:20:00",2021-05-04 07:20:00
"766","04/05/2021 7:30",2.324,"2021-05-04","7:30:00",2021-05-04 07:30:00
"767","04/05/2021 7:40",2.408,"2021-05-04","7:40:00",2021-05-04 07:40:00
"768","04/05/2021 7:50",2.489,"2021-05-04","7:50:00",2021-05-04 07:50:00
"769","04/05/2021 8:00",2.565,"2021-05-04","8:00:00",2021-05-04 08:00:00
"770","04/05/2021 8:10",2.637,"2021-05-04","8:10:00",2021-05-04 08:10:00
"771","04/05/2021 8:20",2.703,"2021-05-04","8:20:00",2021-05-04 08:20:00
"772","04/05/2021 8:30",2.763,"2021-05-04","8:30:00",2021-05-04 08:30:00
"773","04/05/2021 8:40",2.817,"2021-05-04","8:40:00",2021-05-04 08:40:00
"774","04/05/2021 8:50",2.865,"2021-05-04","8:50:00",2021-05-04 08:50:00
"775","04/05/2021 9:00",2.906,"2021-05-04","9:00:00",2021-05-04 09:00:00
"776","04/05/2021 9:10",2.939,"2021-05-04","9:10:00",2021-05-04 09:10:00
"777","04/05/2021 9:20",2.966,"2021-05-04","9:20:00",2021-05-04 09:20:00
"778","04/05/2021 9:30",2.984,"2021-05-04","9:30:00",2021-05-04 09:30:00
"779","04/05/2021 9:40",2.996,"2021-05-04","9:40:00",2021-05-04 09:40:00
"780","04/05/2021 9:50",3,"2021-05-04","9:50:00",2021-05-04 09:50:00
"781","04/05/2021 10:00",2.996,"2021-05-04","10:00:00",2021-05-04 10:00:00
"782","04/05/2021 10:10",2.984,"2021-05-04","10:10:00",2021-05-04 10:10:00
"783","04/05/2021 10:20",2.965,"2021-05-04","10:20:00",2021-05-04 10:20:00
"784","04/05/2021 10:30",2.939,"2021-05-04","10:30:00",2021-05-04 10:30:00
"785","04/05/2021 10:40",2.905,"2021-05-04","10:40:00",2021-05-04 10:40:00
"786","04/05/2021 10:50",2.865,"2021-05-04","10:50:00",2021-05-04 10:50:00
"787","04/05/2021 11:00",2.818,"2021-05-04","11:00:00",2021-05-04 11:00:00
"788","04/05/2021 11:10",2.765,"2021-05-04","11:10:00",2021-05-04 11:10:00
"789","04/05/2021 11:20",2.706,"2021-05-04","11:20:00",2021-05-04 11:20:00
"790","04/05/2021 11:30",2.642,"2021-05-04","11:30:00",2021-05-04 11:30:00
"791","04/05/2021 11:40",2.572,"2021-05-04","11:40:00",2021-05-04 11:40:00
"792","04/05/2021 11:50",2.499,"2021-05-04","11:50:00",2021-05-04 11:50:00
"793","04/05/2021 12:00",2.421,"2021-05-04","12:00:00",2021-05-04 12:00:00
"794","04/05/2021 12:10",2.341,"2021-05-04","12:10:00",2021-05-04 12:10:00
"795","04/05/2021 12:20",2.257,"2021-05-04","12:20:00",2021-05-04 12:20:00
"796","04/05/2021 12:30",2.172,"2021-05-04","12:30:00",2021-05-04 12:30:00
"797","04/05/2021 12:40",2.085,"2021-05-04","12:40:00",2021-05-04 12:40:00
"798","04/05/2021 12:50",1.998,"2021-05-04","12:50:00",2021-05-04 12:50:00
"799","04/05/2021 13:00",1.91,"2021-05-04","13:00:00",2021-05-04 13:00:00
"800","04/05/2021 13:10",1.823,"2021-05-04","13:10:00",2021-05-04 13:10:00
"801","04/05/2021 13:20",1.737,"2021-05-04","13:20:00",2021-05-04 13:20:00
"802","04/05/2021 13:30",1.653,"2021-05-04","13:30:00",2021-05-04 13:30:00
"803","04/05/2021 13:40",1.571,"2021-05-04","13:40:00",2021-05-04 13:40:00
"804","04/05/2021 13:50",1.492,"2021-05-04","13:50:00",2021-05-04 13:50:00
"805","04/05/2021 14:00",1.416,"2021-05-04","14:00:00",2021-05-04 14:00:00
"806","04/05/2021 14:10",1.345,"2021-05-04","14:10:00",2021-05-04 14:10:00
"807","04/05/2021 14:20",1.277,"2021-05-04","14:20:00",2021-05-04 14:20:00
"808","04/05/2021 14:30",1.215,"2021-05-04","14:30:00",2021-05-04 14:30:00
"809","04/05/2021 14:40",1.158,"2021-05-04","14:40:00",2021-05-04 14:40:00
"810","04/05/2021 14:50",1.107,"2021-05-04","14:50:00",2021-05-04 14:50:00
"811","04/05/2021 15:00",1.061,"2021-05-04","15:00:00",2021-05-04 15:00:00
"812","04/05/2021 15:10",1.022,"2021-05-04","15:10:00",2021-05-04 15:10:00
"813","04/05/2021 15:20",0.989,"2021-05-04","15:20:00",2021-05-04 15:20:00
"814","04/05/2021 15:30",0.963,"2021-05-04","15:30:00",2021-05-04 15:30:00
"815","04/05/2021 15:40",0.944,"2021-05-04","15:40:00",2021-05-04 15:40:00
"816","04/05/2021 15:50",0.932,"2021-05-04","15:50:00",2021-05-04 15:50:00
"817","04/05/2021 16:00",0.927,"2021-05-04","16:00:00",2021-05-04 16:00:00
"818","04/05/2021 16:10",0.928,"2021-05-04","16:10:00",2021-05-04 16:10:00
"819","04/05/2021 16:20",0.937,"2021-05-04","16:20:00",2021-05-04 16:20:00
"820","04/05/2021 16:30",0.952,"2021-05-04","16:30:00",2021-05-04 16:30:00
"821","04/05/2021 16:40",0.974,"2021-05-04","16:40:00",2021-05-04 16:40:00
"822","04/05/2021 16:50",1.002,"2021-05-04","16:50:00",2021-05-04 16:50:00
"823","04/05/2021 17:00",1.037,"2021-05-04","17:00:00",2021-05-04 17:00:00
"824","04/05/2021 17:10",1.077,"2021-05-04","17:10:00",2021-05-04 17:10:00
"825","04/05/2021 17:20",1.123,"2021-05-04","17:20:00",2021-05-04 17:20:00
"826","04/05/2021 17:30",1.175,"2021-05-04","17:30:00",2021-05-04 17:30:00
"827","04/05/2021 17:40",1.231,"2021-05-04","17:40:00",2021-05-04 17:40:00
"828","04/05/2021 17:50",1.292,"2021-05-04","17:50:00",2021-05-04 17:50:00
"829","04/05/2021 18:00",1.357,"2021-05-04","18:00:00",2021-05-04 18:00:00
"830","04/05/2021 18:10",1.426,"2021-05-04","18:10:00",2021-05-04 18:10:00
"831","04/05/2021 18:20",1.498,"2021-05-04","18:20:00",2021-05-04 18:20:00
"832","04/05/2021 18:30",1.573,"2021-05-04","18:30:00",2021-05-04 18:30:00
"833","04/05/2021 18:40",1.65,"2021-05-04","18:40:00",2021-05-04 18:40:00
"834","04/05/2021 18:50",1.728,"2021-05-04","18:50:00",2021-05-04 18:50:00
"835","04/05/2021 19:00",1.808,"2021-05-04","19:00:00",2021-05-04 19:00:00
"836","04/05/2021 19:10",1.888,"2021-05-04","19:10:00",2021-05-04 19:10:00
"837","04/05/2021 19:20",1.968,"2021-05-04","19:20:00",2021-05-04 19:20:00
"838","04/05/2021 19:30",2.047,"2021-05-04","19:30:00",2021-05-04 19:30:00
"839","04/05/2021 19:40",2.125,"2021-05-04","19:40:00",2021-05-04 19:40:00
"840","04/05/2021 19:50",2.201,"2021-05-04","19:50:00",2021-05-04 19:50:00
"841","04/05/2021 20:00",2.275,"2021-05-04","20:00:00",2021-05-04 20:00:00
"842","04/05/2021 20:10",2.345,"2021-05-04","20:10:00",2021-05-04 20:10:00
"843","04/05/2021 20:20",2.413,"2021-05-04","20:20:00",2021-05-04 20:20:00
"844","04/05/2021 20:30",2.476,"2021-05-04","20:30:00",2021-05-04 20:30:00
"845","04/05/2021 20:40",2.536,"2021-05-04","20:40:00",2021-05-04 20:40:00
"846","04/05/2021 20:50",2.59,"2021-05-04","20:50:00",2021-05-04 20:50:00
"847","04/05/2021 21:00",2.639,"2021-05-04","21:00:00",2021-05-04 21:00:00
"848","04/05/2021 21:10",2.684,"2021-05-04","21:10:00",2021-05-04 21:10:00
"849","04/05/2021 21:20",2.722,"2021-05-04","21:20:00",2021-05-04 21:20:00
"850","04/05/2021 21:30",2.754,"2021-05-04","21:30:00",2021-05-04 21:30:00
"851","04/05/2021 21:40",2.78,"2021-05-04","21:40:00",2021-05-04 21:40:00
"852","04/05/2021 21:50",2.8,"2021-05-04","21:50:00",2021-05-04 21:50:00
"853","04/05/2021 22:00",2.812,"2021-05-04","22:00:00",2021-05-04 22:00:00
"854","04/05/2021 22:10",2.819,"2021-05-04","22:10:00",2021-05-04 22:10:00
"855","04/05/2021 22:20",2.818,"2021-05-04","22:20:00",2021-05-04 22:20:00
"856","04/05/2021 22:30",2.81,"2021-05-04","22:30:00",2021-05-04 22:30:00
"857","04/05/2021 22:40",2.796,"2021-05-04","22:40:00",2021-05-04 22:40:00
"858","04/05/2021 22:50",2.775,"2021-05-04","22:50:00",2021-05-04 22:50:00
"859","04/05/2021 23:00",2.747,"2021-05-04","23:00:00",2021-05-04 23:00:00
"860","04/05/2021 23:10",2.712,"2021-05-04","23:10:00",2021-05-04 23:10:00
"861","04/05/2021 23:20",2.671,"2021-05-04","23:20:00",2021-05-04 23:20:00
"862","04/05/2021 23:30",2.624,"2021-05-04","23:30:00",2021-05-04 23:30:00
"863","04/05/2021 23:40",2.572,"2021-05-04","23:40:00",2021-05-04 23:40:00
"864","04/05/2021 23:50",2.514,"2021-05-04","23:50:00",2021-05-04 23:50:00
"865","05/05/2021 0:00",2.452,"2021-05-05","0:00:00",2021-05-05 00:00:00
"866","05/05/2021 0:10",2.385,"2021-05-05","0:10:00",2021-05-05 00:10:00
"867","05/05/2021 0:20",2.314,"2021-05-05","0:20:00",2021-05-05 00:20:00
"868","05/05/2021 0:30",2.24,"2021-05-05","0:30:00",2021-05-05 00:30:00
"869","05/05/2021 0:40",2.163,"2021-05-05","0:40:00",2021-05-05 00:40:00
"870","05/05/2021 0:50",2.083,"2021-05-05","0:50:00",2021-05-05 00:50:00
"871","05/05/2021 1:00",2.002,"2021-05-05","1:00:00",2021-05-05 01:00:00
"872","05/05/2021 1:10",1.92,"2021-05-05","1:10:00",2021-05-05 01:10:00
"873","05/05/2021 1:20",1.838,"2021-05-05","1:20:00",2021-05-05 01:20:00
"874","05/05/2021 1:30",1.755,"2021-05-05","1:30:00",2021-05-05 01:30:00
"875","05/05/2021 1:40",1.673,"2021-05-05","1:40:00",2021-05-05 01:40:00
"876","05/05/2021 1:50",1.592,"2021-05-05","1:50:00",2021-05-05 01:50:00
"877","05/05/2021 2:00",1.512,"2021-05-05","2:00:00",2021-05-05 02:00:00
"878","05/05/2021 2:10",1.435,"2021-05-05","2:10:00",2021-05-05 02:10:00
"879","05/05/2021 2:20",1.36,"2021-05-05","2:20:00",2021-05-05 02:20:00
"880","05/05/2021 2:30",1.288,"2021-05-05","2:30:00",2021-05-05 02:30:00
"881","05/05/2021 2:40",1.22,"2021-05-05","2:40:00",2021-05-05 02:40:00
"882","05/05/2021 2:50",1.155,"2021-05-05","2:50:00",2021-05-05 02:50:00
"883","05/05/2021 3:00",1.096,"2021-05-05","3:00:00",2021-05-05 03:00:00
"884","05/05/2021 3:10",1.041,"2021-05-05","3:10:00",2021-05-05 03:10:00
"885","05/05/2021 3:20",0.991,"2021-05-05","3:20:00",2021-05-05 03:20:00
"886","05/05/2021 3:30",0.947,"2021-05-05","3:30:00",2021-05-05 03:30:00
"887","05/05/2021 3:40",0.909,"2021-05-05","3:40:00",2021-05-05 03:40:00
"888","05/05/2021 3:50",0.877,"2021-05-05","3:50:00",2021-05-05 03:50:00
"889","05/05/2021 4:00",0.851,"2021-05-05","4:00:00",2021-05-05 04:00:00
"890","05/05/2021 4:10",0.832,"2021-05-05","4:10:00",2021-05-05 04:10:00
"891","05/05/2021 4:20",0.82,"2021-05-05","4:20:00",2021-05-05 04:20:00
"892","05/05/2021 4:30",0.815,"2021-05-05","4:30:00",2021-05-05 04:30:00
"893","05/05/2021 4:40",0.817,"2021-05-05","4:40:00",2021-05-05 04:40:00
"894","05/05/2021 4:50",0.826,"2021-05-05","4:50:00",2021-05-05 04:50:00
"895","05/05/2021 5:00",0.842,"2021-05-05","5:00:00",2021-05-05 05:00:00
"896","05/05/2021 5:10",0.865,"2021-05-05","5:10:00",2021-05-05 05:10:00
"897","05/05/2021 5:20",0.894,"2021-05-05","5:20:00",2021-05-05 05:20:00
"898","05/05/2021 5:30",0.93,"2021-05-05","5:30:00",2021-05-05 05:30:00
"899","05/05/2021 5:40",0.972,"2021-05-05","5:40:00",2021-05-05 05:40:00
"900","05/05/2021 5:50",1.02,"2021-05-05","5:50:00",2021-05-05 05:50:00
"901","05/05/2021 6:00",1.073,"2021-05-05","6:00:00",2021-05-05 06:00:00
"902","05/05/2021 6:10",1.132,"2021-05-05","6:10:00",2021-05-05 06:10:00
"903","05/05/2021 6:20",1.196,"2021-05-05","6:20:00",2021-05-05 06:20:00
"904","05/05/2021 6:30",1.264,"2021-05-05","6:30:00",2021-05-05 06:30:00
"905","05/05/2021 6:40",1.336,"2021-05-05","6:40:00",2021-05-05 06:40:00
"906","05/05/2021 6:50",1.412,"2021-05-05","6:50:00",2021-05-05 06:50:00
"907","05/05/2021 7:00",1.491,"2021-05-05","7:00:00",2021-05-05 07:00:00
"908","05/05/2021 7:10",1.573,"2021-05-05","7:10:00",2021-05-05 07:10:00
"909","05/05/2021 7:20",1.656,"2021-05-05","7:20:00",2021-05-05 07:20:00
"910","05/05/2021 7:30",1.741,"2021-05-05","7:30:00",2021-05-05 07:30:00
"911","05/05/2021 7:40",1.827,"2021-05-05","7:40:00",2021-05-05 07:40:00
"912","05/05/2021 7:50",1.914,"2021-05-05","7:50:00",2021-05-05 07:50:00
"913","05/05/2021 8:00",2,"2021-05-05","8:00:00",2021-05-05 08:00:00
"914","05/05/2021 8:10",2.086,"2021-05-05","8:10:00",2021-05-05 08:10:00
"915","05/05/2021 8:20",2.17,"2021-05-05","8:20:00",2021-05-05 08:20:00
"916","05/05/2021 8:30",2.252,"2021-05-05","8:30:00",2021-05-05 08:30:00
"917","05/05/2021 8:40",2.332,"2021-05-05","8:40:00",2021-05-05 08:40:00
"918","05/05/2021 8:50",2.409,"2021-05-05","8:50:00",2021-05-05 08:50:00
"919","05/05/2021 9:00",2.482,"2021-05-05","9:00:00",2021-05-05 09:00:00
"920","05/05/2021 9:10",2.551,"2021-05-05","9:10:00",2021-05-05 09:10:00
"921","05/05/2021 9:20",2.616,"2021-05-05","9:20:00",2021-05-05 09:20:00
"922","05/05/2021 9:30",2.676,"2021-05-05","9:30:00",2021-05-05 09:30:00
"923","05/05/2021 9:40",2.73,"2021-05-05","9:40:00",2021-05-05 09:40:00
"924","05/05/2021 9:50",2.779,"2021-05-05","9:50:00",2021-05-05 09:50:00
"925","05/05/2021 10:00",2.822,"2021-05-05","10:00:00",2021-05-05 10:00:00
"926","05/05/2021 10:10",2.858,"2021-05-05","10:10:00",2021-05-05 10:10:00
"927","05/05/2021 10:20",2.888,"2021-05-05","10:20:00",2021-05-05 10:20:00
"928","05/05/2021 10:30",2.912,"2021-05-05","10:30:00",2021-05-05 10:30:00
