"combinada","altura","fecha","hora","fecha_Hora"
"309","01/05/2021 3:20",1.478,"2021-05-01","3:20:00",2021-05-01 03:20:00
"310","01/05/2021 3:30",1.622,"2021-05-01","3:30:00",2021-05-01 03:30:00
"311","01/05/2021 3:40",1.766,"2021-05-01","3:40:00",2021-05-01 03:40:00
"312","01/05/2021 3:50",1.911,"2021-05-01","3:50:00",2021-05-01 03:50:00
"313","01/05/2021 4:00",2.054,"2021-05-01","4:00:00",2021-05-01 04:00:00
"314","01/05/2021 4:10",2.195,"2021-05-01","4:10:00",2021-05-01 04:10:00
"315","01/05/2021 4:20",2.333,"2021-05-01","4:20:00",2021-05-01 04:20:00
"316","01/05/2021 4:30",2.468,"2021-05-01","4:30:00",2021-05-01 04:30:00
"317","01/05/2021 4:40",2.597,"2021-05-01","4:40:00",2021-05-01 04:40:00
"318","01/05/2021 4:50",2.721,"2021-05-01","4:50:00",2021-05-01 04:50:00
"319","01/05/2021 5:00",2.837,"2021-05-01","5:00:00",2021-05-01 05:00:00
"320","01/05/2021 5:10",2.947,"2021-05-01","5:10:00",2021-05-01 05:10:00
"321","01/05/2021 5:20",3.048,"2021-05-01","5:20:00",2021-05-01 05:20:00
"322","01/05/2021 5:30",3.141,"2021-05-01","5:30:00",2021-05-01 05:30:00
"323","01/05/2021 5:40",3.224,"2021-05-01","5:40:00",2021-05-01 05:40:00
"324","01/05/2021 5:50",3.296,"2021-05-01","5:50:00",2021-05-01 05:50:00
"325","01/05/2021 6:00",3.359,"2021-05-01","6:00:00",2021-05-01 06:00:00
"326","01/05/2021 6:10",3.41,"2021-05-01","6:10:00",2021-05-01 06:10:00
"327","01/05/2021 6:20",3.45,"2021-05-01","6:20:00",2021-05-01 06:20:00
"328","01/05/2021 6:30",3.478,"2021-05-01","6:30:00",2021-05-01 06:30:00
"329","01/05/2021 6:40",3.495,"2021-05-01","6:40:00",2021-05-01 06:40:00
"330","01/05/2021 6:50",3.5,"2021-05-01","6:50:00",2021-05-01 06:50:00
"331","01/05/2021 7:00",3.493,"2021-05-01","7:00:00",2021-05-01 07:00:00
"332","01/05/2021 7:10",3.474,"2021-05-01","7:10:00",2021-05-01 07:10:00
"333","01/05/2021 7:20",3.443,"2021-05-01","7:20:00",2021-05-01 07:20:00
"334","01/05/2021 7:30",3.401,"2021-05-01","7:30:00",2021-05-01 07:30:00
"335","01/05/2021 7:40",3.349,"2021-05-01","7:40:00",2021-05-01 07:40:00
"336","01/05/2021 7:50",3.285,"2021-05-01","7:50:00",2021-05-01 07:50:00
"337","01/05/2021 8:00",3.211,"2021-05-01","8:00:00",2021-05-01 08:00:00
"338","01/05/2021 8:10",3.128,"2021-05-01","8:10:00",2021-05-01 08:10:00
"339","01/05/2021 8:20",3.036,"2021-05-01","8:20:00",2021-05-01 08:20:00
"340","01/05/2021 8:30",2.936,"2021-05-01","8:30:00",2021-05-01 08:30:00
"341","01/05/2021 8:40",2.828,"2021-05-01","8:40:00",2021-05-01 08:40:00
"342","01/05/2021 8:50",2.714,"2021-05-01","8:50:00",2021-05-01 08:50:00
"343","01/05/2021 9:00",2.594,"2021-05-01","9:00:00",2021-05-01 09:00:00
"344","01/05/2021 9:10",2.47,"2021-05-01","9:10:00",2021-05-01 09:10:00
"345","01/05/2021 9:20",2.341,"2021-05-01","9:20:00",2021-05-01 09:20:00
"346","01/05/2021 9:30",2.211,"2021-05-01","9:30:00",2021-05-01 09:30:00
"347","01/05/2021 9:40",2.078,"2021-05-01","9:40:00",2021-05-01 09:40:00
"348","01/05/2021 9:50",1.945,"2021-05-01","9:50:00",2021-05-01 09:50:00
"349","01/05/2021 10:00",1.812,"2021-05-01","10:00:00",2021-05-01 10:00:00
"350","01/05/2021 10:10",1.68,"2021-05-01","10:10:00",2021-05-01 10:10:00
"351","01/05/2021 10:20",1.55,"2021-05-01","10:20:00",2021-05-01 10:20:00
"352","01/05/2021 10:30",1.423,"2021-05-01","10:30:00",2021-05-01 10:30:00
"353","01/05/2021 10:40",1.301,"2021-05-01","10:40:00",2021-05-01 10:40:00
"354","01/05/2021 10:50",1.183,"2021-05-01","10:50:00",2021-05-01 10:50:00
"355","01/05/2021 11:00",1.071,"2021-05-01","11:00:00",2021-05-01 11:00:00
"356","01/05/2021 11:10",0.965,"2021-05-01","11:10:00",2021-05-01 11:10:00
"357","01/05/2021 11:20",0.866,"2021-05-01","11:20:00",2021-05-01 11:20:00
"358","01/05/2021 11:30",0.775,"2021-05-01","11:30:00",2021-05-01 11:30:00
"359","01/05/2021 11:40",0.693,"2021-05-01","11:40:00",2021-05-01 11:40:00
"360","01/05/2021 11:50",0.619,"2021-05-01","11:50:00",2021-05-01 11:50:00
"361","01/05/2021 12:00",0.555,"2021-05-01","12:00:00",2021-05-01 12:00:00
"362","01/05/2021 12:10",0.501,"2021-05-01","12:10:00",2021-05-01 12:10:00
"363","01/05/2021 12:20",0.457,"2021-05-01","12:20:00",2021-05-01 12:20:00
"364","01/05/2021 12:30",0.423,"2021-05-01","12:30:00",2021-05-01 12:30:00
"365","01/05/2021 12:40",0.401,"2021-05-01","12:40:00",2021-05-01 12:40:00
"366","01/05/2021 12:50",0.389,"2021-05-01","12:50:00",2021-05-01 12:50:00
"367","01/05/2021 13:00",0.388,"2021-05-01","13:00:00",2021-05-01 13:00:00
"368","01/05/2021 13:10",0.398,"2021-05-01","13:10:00",2021-05-01 13:10:00
"369","01/05/2021 13:20",0.419,"2021-05-01","13:20:00",2021-05-01 13:20:00
"370","01/05/2021 13:30",0.451,"2021-05-01","13:30:00",2021-05-01 13:30:00
"371","01/05/2021 13:40",0.493,"2021-05-01","13:40:00",2021-05-01 13:40:00
"372","01/05/2021 13:50",0.546,"2021-05-01","13:50:00",2021-05-01 13:50:00
"373","01/05/2021 14:00",0.608,"2021-05-01","14:00:00",2021-05-01 14:00:00
"374","01/05/2021 14:10",0.679,"2021-05-01","14:10:00",2021-05-01 14:10:00
"375","01/05/2021 14:20",0.759,"2021-05-01","14:20:00",2021-05-01 14:20:00
"376","01/05/2021 14:30",0.847,"2021-05-01","14:30:00",2021-05-01 14:30:00
"377","01/05/2021 14:40",0.943,"2021-05-01","14:40:00",2021-05-01 14:40:00
"378","01/05/2021 14:50",1.046,"2021-05-01","14:50:00",2021-05-01 14:50:00
"379","01/05/2021 15:00",1.156,"2021-05-01","15:00:00",2021-05-01 15:00:00
"380","01/05/2021 15:10",1.27,"2021-05-01","15:10:00",2021-05-01 15:10:00
"381","01/05/2021 15:20",1.389,"2021-05-01","15:20:00",2021-05-01 15:20:00
"382","01/05/2021 15:30",1.513,"2021-05-01","15:30:00",2021-05-01 15:30:00
"383","01/05/2021 15:40",1.639,"2021-05-01","15:40:00",2021-05-01 15:40:00
"384","01/05/2021 15:50",1.767,"2021-05-01","15:50:00",2021-05-01 15:50:00
"385","01/05/2021 16:00",1.897,"2021-05-01","16:00:00",2021-05-01 16:00:00
"386","01/05/2021 16:10",2.026,"2021-05-01","16:10:00",2021-05-01 16:10:00
"387","01/05/2021 16:20",2.156,"2021-05-01","16:20:00",2021-05-01 16:20:00
"388","01/05/2021 16:30",2.283,"2021-05-01","16:30:00",2021-05-01 16:30:00
"389","01/05/2021 16:40",2.409,"2021-05-01","16:40:00",2021-05-01 16:40:00
"390","01/05/2021 16:50",2.53,"2021-05-01","16:50:00",2021-05-01 16:50:00
"391","01/05/2021 17:00",2.648,"2021-05-01","17:00:00",2021-05-01 17:00:00
"392","01/05/2021 17:10",2.76,"2021-05-01","17:10:00",2021-05-01 17:10:00
"393","01/05/2021 17:20",2.867,"2021-05-01","17:20:00",2021-05-01 17:20:00
"394","01/05/2021 17:30",2.967,"2021-05-01","17:30:00",2021-05-01 17:30:00
"395","01/05/2021 17:40",3.059,"2021-05-01","17:40:00",2021-05-01 17:40:00
"396","01/05/2021 17:50",3.143,"2021-05-01","17:50:00",2021-05-01 17:50:00
"397","01/05/2021 18:00",3.219,"2021-05-01","18:00:00",2021-05-01 18:00:00
"398","01/05/2021 18:10",3.285,"2021-05-01","18:10:00",2021-05-01 18:10:00
"399","01/05/2021 18:20",3.341,"2021-05-01","18:20:00",2021-05-01 18:20:00
"400","01/05/2021 18:30",3.387,"2021-05-01","18:30:00",2021-05-01 18:30:00
"401","01/05/2021 18:40",3.422,"2021-05-01","18:40:00",2021-05-01 18:40:00
"402","01/05/2021 18:50",3.447,"2021-05-01","18:50:00",2021-05-01 18:50:00
"403","01/05/2021 19:00",3.46,"2021-05-01","19:00:00",2021-05-01 19:00:00
"404","01/05/2021 19:10",3.463,"2021-05-01","19:10:00",2021-05-01 19:10:00
"405","01/05/2021 19:20",3.454,"2021-05-01","19:20:00",2021-05-01 19:20:00
"406","01/05/2021 19:30",3.434,"2021-05-01","19:30:00",2021-05-01 19:30:00
"407","01/05/2021 19:40",3.402,"2021-05-01","19:40:00",2021-05-01 19:40:00
"408","01/05/2021 19:50",3.36,"2021-05-01","19:50:00",2021-05-01 19:50:00
"409","01/05/2021 20:00",3.307,"2021-05-01","20:00:00",2021-05-01 20:00:00
"410","01/05/2021 20:10",3.243,"2021-05-01","20:10:00",2021-05-01 20:10:00
"411","01/05/2021 20:20",3.17,"2021-05-01","20:20:00",2021-05-01 20:20:00
"412","01/05/2021 20:30",3.087,"2021-05-01","20:30:00",2021-05-01 20:30:00
"413","01/05/2021 20:40",2.995,"2021-05-01","20:40:00",2021-05-01 20:40:00
"414","01/05/2021 20:50",2.896,"2021-05-01","20:50:00",2021-05-01 20:50:00
"415","01/05/2021 21:00",2.788,"2021-05-01","21:00:00",2021-05-01 21:00:00
"416","01/05/2021 21:10",2.674,"2021-05-01","21:10:00",2021-05-01 21:10:00
"417","01/05/2021 21:20",2.554,"2021-05-01","21:20:00",2021-05-01 21:20:00
"418","01/05/2021 21:30",2.429,"2021-05-01","21:30:00",2021-05-01 21:30:00
"419","01/05/2021 21:40",2.3,"2021-05-01","21:40:00",2021-05-01 21:40:00
"420","01/05/2021 21:50",2.168,"2021-05-01","21:50:00",2021-05-01 21:50:00
"421","01/05/2021 22:00",2.034,"2021-05-01","22:00:00",2021-05-01 22:00:00
"422","01/05/2021 22:10",1.899,"2021-05-01","22:10:00",2021-05-01 22:10:00
"423","01/05/2021 22:20",1.764,"2021-05-01","22:20:00",2021-05-01 22:20:00
"424","01/05/2021 22:30",1.629,"2021-05-01","22:30:00",2021-05-01 22:30:00
"425","01/05/2021 22:40",1.497,"2021-05-01","22:40:00",2021-05-01 22:40:00
"426","01/05/2021 22:50",1.367,"2021-05-01","22:50:00",2021-05-01 22:50:00
"427","01/05/2021 23:00",1.241,"2021-05-01","23:00:00",2021-05-01 23:00:00
"428","01/05/2021 23:10",1.119,"2021-05-01","23:10:00",2021-05-01 23:10:00
"429","01/05/2021 23:20",1.003,"2021-05-01","23:20:00",2021-05-01 23:20:00
"430","01/05/2021 23:30",0.892,"2021-05-01","23:30:00",2021-05-01 23:30:00
"431","01/05/2021 23:40",0.788,"2021-05-01","23:40:00",2021-05-01 23:40:00
"432","01/05/2021 23:50",0.691,"2021-05-01","23:50:00",2021-05-01 23:50:00
"433","02/05/2021 0:00",0.603,"2021-05-02","0:00:00",2021-05-02 00:00:00
"434","02/05/2021 0:10",0.522,"2021-05-02","0:10:00",2021-05-02 00:10:00
"435","02/05/2021 0:20",0.451,"2021-05-02","0:20:00",2021-05-02 00:20:00
"436","02/05/2021 0:30",0.389,"2021-05-02","0:30:00",2021-05-02 00:30:00
"437","02/05/2021 0:40",0.337,"2021-05-02","0:40:00",2021-05-02 00:40:00
"438","02/05/2021 0:50",0.295,"2021-05-02","0:50:00",2021-05-02 00:50:00
"439","02/05/2021 1:00",0.263,"2021-05-02","1:00:00",2021-05-02 01:00:00
"440","02/05/2021 1:10",0.242,"2021-05-02","1:10:00",2021-05-02 01:10:00
"441","02/05/2021 1:20",0.231,"2021-05-02","1:20:00",2021-05-02 01:20:00
"442","02/05/2021 1:30",0.232,"2021-05-02","1:30:00",2021-05-02 01:30:00
"443","02/05/2021 1:40",0.243,"2021-05-02","1:40:00",2021-05-02 01:40:00
"444","02/05/2021 1:50",0.265,"2021-05-02","1:50:00",2021-05-02 01:50:00
"445","02/05/2021 2:00",0.297,"2021-05-02","2:00:00",2021-05-02 02:00:00
"446","02/05/2021 2:10",0.339,"2021-05-02","2:10:00",2021-05-02 02:10:00
"447","02/05/2021 2:20",0.392,"2021-05-02","2:20:00",2021-05-02 02:20:00
"448","02/05/2021 2:30",0.454,"2021-05-02","2:30:00",2021-05-02 02:30:00
"449","02/05/2021 2:40",0.525,"2021-05-02","2:40:00",2021-05-02 02:40:00
"450","02/05/2021 2:50",0.605,"2021-05-02","2:50:00",2021-05-02 02:50:00
"451","02/05/2021 3:00",0.693,"2021-05-02","3:00:00",2021-05-02 03:00:00
"452","02/05/2021 3:10",0.789,"2021-05-02","3:10:00",2021-05-02 03:10:00
"453","02/05/2021 3:20",0.891,"2021-05-02","3:20:00",2021-05-02 03:20:00
"454","02/05/2021 3:30",0.999,"2021-05-02","3:30:00",2021-05-02 03:30:00
"455","02/05/2021 3:40",1.112,"2021-05-02","3:40:00",2021-05-02 03:40:00
"456","02/05/2021 3:50",1.23,"2021-05-02","3:50:00",2021-05-02 03:50:00
"457","02/05/2021 4:00",1.352,"2021-05-02","4:00:00",2021-05-02 04:00:00
"458","02/05/2021 4:10",1.476,"2021-05-02","4:10:00",2021-05-02 04:10:00
"459","02/05/2021 4:20",1.602,"2021-05-02","4:20:00",2021-05-02 04:20:00
"460","02/05/2021 4:30",1.73,"2021-05-02","4:30:00",2021-05-02 04:30:00
"461","02/05/2021 4:40",1.857,"2021-05-02","4:40:00",2021-05-02 04:40:00
"462","02/05/2021 4:50",1.984,"2021-05-02","4:50:00",2021-05-02 04:50:00
"463","02/05/2021 5:00",2.11,"2021-05-02","5:00:00",2021-05-02 05:00:00
"464","02/05/2021 5:10",2.233,"2021-05-02","5:10:00",2021-05-02 05:10:00
"465","02/05/2021 5:20",2.353,"2021-05-02","5:20:00",2021-05-02 05:20:00
"466","02/05/2021 5:30",2.47,"2021-05-02","5:30:00",2021-05-02 05:30:00
"467","02/05/2021 5:40",2.581,"2021-05-02","5:40:00",2021-05-02 05:40:00
"468","02/05/2021 5:50",2.687,"2021-05-02","5:50:00",2021-05-02 05:50:00
"469","02/05/2021 6:00",2.787,"2021-05-02","6:00:00",2021-05-02 06:00:00
"470","02/05/2021 6:10",2.879,"2021-05-02","6:10:00",2021-05-02 06:10:00
"471","02/05/2021 6:20",2.964,"2021-05-02","6:20:00",2021-05-02 06:20:00
"472","02/05/2021 6:30",3.042,"2021-05-02","6:30:00",2021-05-02 06:30:00
"473","02/05/2021 6:40",3.11,"2021-05-02","6:40:00",2021-05-02 06:40:00
"474","02/05/2021 6:50",3.169,"2021-05-02","6:50:00",2021-05-02 06:50:00
"475","02/05/2021 7:00",3.219,"2021-05-02","7:00:00",2021-05-02 07:00:00
"476","02/05/2021 7:10",3.259,"2021-05-02","7:10:00",2021-05-02 07:10:00
"477","02/05/2021 7:20",3.289,"2021-05-02","7:20:00",2021-05-02 07:20:00
"478","02/05/2021 7:30",3.309,"2021-05-02","7:30:00",2021-05-02 07:30:00
"479","02/05/2021 7:40",3.318,"2021-05-02","7:40:00",2021-05-02 07:40:00
"480","02/05/2021 7:50",3.318,"2021-05-02","7:50:00",2021-05-02 07:50:00
"481","02/05/2021 8:00",3.306,"2021-05-02","8:00:00",2021-05-02 08:00:00
"482","02/05/2021 8:10",3.285,"2021-05-02","8:10:00",2021-05-02 08:10:00
"483","02/05/2021 8:20",3.253,"2021-05-02","8:20:00",2021-05-02 08:20:00
"484","02/05/2021 8:30",3.212,"2021-05-02","8:30:00",2021-05-02 08:30:00
"485","02/05/2021 8:40",3.161,"2021-05-02","8:40:00",2021-05-02 08:40:00
"486","02/05/2021 8:50",3.101,"2021-05-02","8:50:00",2021-05-02 08:50:00
"487","02/05/2021 9:00",3.033,"2021-05-02","9:00:00",2021-05-02 09:00:00
"488","02/05/2021 9:10",2.957,"2021-05-02","9:10:00",2021-05-02 09:10:00
"489","02/05/2021 9:20",2.873,"2021-05-02","9:20:00",2021-05-02 09:20:00
"490","02/05/2021 9:30",2.783,"2021-05-02","9:30:00",2021-05-02 09:30:00
"491","02/05/2021 9:40",2.686,"2021-05-02","9:40:00",2021-05-02 09:40:00
"492","02/05/2021 9:50",2.585,"2021-05-02","9:50:00",2021-05-02 09:50:00
"493","02/05/2021 10:00",2.479,"2021-05-02","10:00:00",2021-05-02 10:00:00
"494","02/05/2021 10:10",2.369,"2021-05-02","10:10:00",2021-05-02 10:10:00
"495","02/05/2021 10:20",2.256,"2021-05-02","10:20:00",2021-05-02 10:20:00
"496","02/05/2021 10:30",2.142,"2021-05-02","10:30:00",2021-05-02 10:30:00
"497","02/05/2021 10:40",2.026,"2021-05-02","10:40:00",2021-05-02 10:40:00
"498","02/05/2021 10:50",1.91,"2021-05-02","10:50:00",2021-05-02 10:50:00
"499","02/05/2021 11:00",1.794,"2021-05-02","11:00:00",2021-05-02 11:00:00
"500","02/05/2021 11:10",1.68,"2021-05-02","11:10:00",2021-05-02 11:10:00
"501","02/05/2021 11:20",1.568,"2021-05-02","11:20:00",2021-05-02 11:20:00
"502","02/05/2021 11:30",1.459,"2021-05-02","11:30:00",2021-05-02 11:30:00
"503","02/05/2021 11:40",1.353,"2021-05-02","11:40:00",2021-05-02 11:40:00
"504","02/05/2021 11:50",1.252,"2021-05-02","11:50:00",2021-05-02 11:50:00
"505","02/05/2021 12:00",1.156,"2021-05-02","12:00:00",2021-05-02 12:00:00
"506","02/05/2021 12:10",1.066,"2021-05-02","12:10:00",2021-05-02 12:10:00
"507","02/05/2021 12:20",0.982,"2021-05-02","12:20:00",2021-05-02 12:20:00
"508","02/05/2021 12:30",0.905,"2021-05-02","12:30:00",2021-05-02 12:30:00
"509","02/05/2021 12:40",0.836,"2021-05-02","12:40:00",2021-05-02 12:40:00
"510","02/05/2021 12:50",0.775,"2021-05-02","12:50:00",2021-05-02 12:50:00
"511","02/05/2021 13:00",0.722,"2021-05-02","13:00:00",2021-05-02 13:00:00
"512","02/05/2021 13:10",0.677,"2021-05-02","13:10:00",2021-05-02 13:10:00
"513","02/05/2021 13:20",0.642,"2021-05-02","13:20:00",2021-05-02 13:20:00
"514","02/05/2021 13:30",0.616,"2021-05-02","13:30:00",2021-05-02 13:30:00
"515","02/05/2021 13:40",0.599,"2021-05-02","13:40:00",2021-05-02 13:40:00
"516","02/05/2021 13:50",0.592,"2021-05-02","13:50:00",2021-05-02 13:50:00
"517","02/05/2021 14:00",0.595,"2021-05-02","14:00:00",2021-05-02 14:00:00
"518","02/05/2021 14:10",0.606,"2021-05-02","14:10:00",2021-05-02 14:10:00
"519","02/05/2021 14:20",0.628,"2021-05-02","14:20:00",2021-05-02 14:20:00
"520","02/05/2021 14:30",0.658,"2021-05-02","14:30:00",2021-05-02 14:30:00
"521","02/05/2021 14:40",0.697,"2021-05-02","14:40:00",2021-05-02 14:40:00
"522","02/05/2021 14:50",0.745,"2021-05-02","14:50:00",2021-05-02 14:50:00
"523","02/05/2021 15:00",0.802,"2021-05-02","15:00:00",2021-05-02 15:00:00
"524","02/05/2021 15:10",0.866,"2021-05-02","15:10:00",2021-05-02 15:10:00
"525","02/05/2021 15:20",0.937,"2021-05-02","15:20:00",2021-05-02 15:20:00
"526","02/05/2021 15:30",1.016,"2021-05-02","15:30:00",2021-05-02 15:30:00
"527","02/05/2021 15:40",1.1,"2021-05-02","15:40:00",2021-05-02 15:40:00
"528","02/05/2021 15:50",1.191,"2021-05-02","15:50:00",2021-05-02 15:50:00
"529","02/05/2021 16:00",1.286,"2021-05-02","16:00:00",2021-05-02 16:00:00
"530","02/05/2021 16:10",1.386,"2021-05-02","16:10:00",2021-05-02 16:10:00
"531","02/05/2021 16:20",1.489,"2021-05-02","16:20:00",2021-05-02 16:20:00
"532","02/05/2021 16:30",1.596,"2021-05-02","16:30:00",2021-05-02 16:30:00
"533","02/05/2021 16:40",1.705,"2021-05-02","16:40:00",2021-05-02 16:40:00
"534","02/05/2021 16:50",1.815,"2021-05-02","16:50:00",2021-05-02 16:50:00
"535","02/05/2021 17:00",1.926,"2021-05-02","17:00:00",2021-05-02 17:00:00
"536","02/05/2021 17:10",2.037,"2021-05-02","17:10:00",2021-05-02 17:10:00
"537","02/05/2021 17:20",2.147,"2021-05-02","17:20:00",2021-05-02 17:20:00
"538","02/05/2021 17:30",2.256,"2021-05-02","17:30:00",2021-05-02 17:30:00
"539","02/05/2021 17:40",2.362,"2021-05-02","17:40:00",2021-05-02 17:40:00
"540","02/05/2021 17:50",2.464,"2021-05-02","17:50:00",2021-05-02 17:50:00
"541","02/05/2021 18:00",2.563,"2021-05-02","18:00:00",2021-05-02 18:00:00
"542","02/05/2021 18:10",2.657,"2021-05-02","18:10:00",2021-05-02 18:10:00
"543","02/05/2021 18:20",2.746,"2021-05-02","18:20:00",2021-05-02 18:20:00
"544","02/05/2021 18:30",2.828,"2021-05-02","18:30:00",2021-05-02 18:30:00
"545","02/05/2021 18:40",2.904,"2021-05-02","18:40:00",2021-05-02 18:40:00
"546","02/05/2021 18:50",2.972,"2021-05-02","18:50:00",2021-05-02 18:50:00
"547","02/05/2021 19:00",3.033,"2021-05-02","19:00:00",2021-05-02 19:00:00
"548","02/05/2021 19:10",3.086,"2021-05-02","19:10:00",2021-05-02 19:10:00
"549","02/05/2021 19:20",3.13,"2021-05-02","19:20:00",2021-05-02 19:20:00
"550","02/05/2021 19:30",3.165,"2021-05-02","19:30:00",2021-05-02 19:30:00
"551","02/05/2021 19:40",3.191,"2021-05-02","19:40:00",2021-05-02 19:40:00
"552","02/05/2021 19:50",3.208,"2021-05-02","19:50:00",2021-05-02 19:50:00
"553","02/05/2021 20:00",3.215,"2021-05-02","20:00:00",2021-05-02 20:00:00
"554","02/05/2021 20:10",3.213,"2021-05-02","20:10:00",2021-05-02 20:10:00
"555","02/05/2021 20:20",3.201,"2021-05-02","20:20:00",2021-05-02 20:20:00
"556","02/05/2021 20:30",3.179,"2021-05-02","20:30:00",2021-05-02 20:30:00
"557","02/05/2021 20:40",3.148,"2021-05-02","20:40:00",2021-05-02 20:40:00
"558","02/05/2021 20:50",3.108,"2021-05-02","20:50:00",2021-05-02 20:50:00
"559","02/05/2021 21:00",3.059,"2021-05-02","21:00:00",2021-05-02 21:00:00
"560","02/05/2021 21:10",3.002,"2021-05-02","21:10:00",2021-05-02 21:10:00
"561","02/05/2021 21:20",2.936,"2021-05-02","21:20:00",2021-05-02 21:20:00
"562","02/05/2021 21:30",2.862,"2021-05-02","21:30:00",2021-05-02 21:30:00
"563","02/05/2021 21:40",2.781,"2021-05-02","21:40:00",2021-05-02 21:40:00
"564","02/05/2021 21:50",2.693,"2021-05-02","21:50:00",2021-05-02 21:50:00
"565","02/05/2021 22:00",2.599,"2021-05-02","22:00:00",2021-05-02 22:00:00
"566","02/05/2021 22:10",2.5,"2021-05-02","22:10:00",2021-05-02 22:10:00
"567","02/05/2021 22:20",2.397,"2021-05-02","22:20:00",2021-05-02 22:20:00
"568","02/05/2021 22:30",2.289,"2021-05-02","22:30:00",2021-05-02 22:30:00
"569","02/05/2021 22:40",2.179,"2021-05-02","22:40:00",2021-05-02 22:40:00
"570","02/05/2021 22:50",2.066,"2021-05-02","22:50:00",2021-05-02 22:50:00
"571","02/05/2021 23:00",1.952,"2021-05-02","23:00:00",2021-05-02 23:00:00
"572","02/05/2021 23:10",1.837,"2021-05-02","23:10:00",2021-05-02 23:10:00
"573","02/05/2021 23:20",1.723,"2021-05-02","23:20:00",2021-05-02 23:20:00
"574","02/05/2021 23:30",1.609,"2021-05-02","23:30:00",2021-05-02 23:30:00
"575","02/05/2021 23:40",1.498,"2021-05-02","23:40:00",2021-05-02 23:40:00
"576","02/05/2021 23:50",1.389,"2021-05-02","23:50:00",2021-05-02 23:50:00
"577","03/05/2021 0:00",1.283,"2021-05-03","0:00:00",2021-05-03 00:00:00
"578","03/05/2021 0:10",1.181,"2021-05-03","0:10:00",2021-05-03 00:10:00
"579","03/05/2021 0:20",1.084,"2021-05-03","0:20:00",2021-05-03 00:20:00
"580","03/05/2021 0:30",0.992,"2021-05-03","0:30:00",2021-05-03 00:30:00
"581","03/05/2021 0:40",0.906,"2021-05-03","0:40:00",2021-05-03 00:40:00
"582","03/05/2021 0:50",0.826,"2021-05-03","0:50:00",2021-05-03 00:50:00
"583","03/05/2021 1:00",0.753,"2021-05-03","1:00:00",2021-05-03 01:00:00
"584","03/05/2021 1:10",0.687,"2021-05-03","1:10:00",2021-05-03 01:10:00
"585","03/05/2021 1:20",0.628,"2021-05-03","1:20:00",2021-05-03 01:20:00
"586","03/05/2021 1:30",0.578,"2021-05-03","1:30:00",2021-05-03 01:30:00
"587","03/05/2021 1:40",0.536,"2021-05-03","1:40:00",2021-05-03 01:40:00
"588","03/05/2021 1:50",0.503,"2021-05-03","1:50:00",2021-05-03 01:50:00
"589","03/05/2021 2:00",0.479,"2021-05-03","2:00:00",2021-05-03 02:00:00
"590","03/05/2021 2:10",0.464,"2021-05-03","2:10:00",2021-05-03 02:10:00
"591","03/05/2021 2:20",0.458,"2021-05-03","2:20:00",2021-05-03 02:20:00
"592","03/05/2021 2:30",0.461,"2021-05-03","2:30:00",2021-05-03 02:30:00
"593","03/05/2021 2:40",0.473,"2021-05-03","2:40:00",2021-05-03 02:40:00
"594","03/05/2021 2:50",0.495,"2021-05-03","2:50:00",2021-05-03 02:50:00
"595","03/05/2021 3:00",0.525,"2021-05-03","3:00:00",2021-05-03 03:00:00
"596","03/05/2021 3:10",0.564,"2021-05-03","3:10:00",2021-05-03 03:10:00
"597","03/05/2021 3:20",0.612,"2021-05-03","3:20:00",2021-05-03 03:20:00
"598","03/05/2021 3:30",0.667,"2021-05-03","3:30:00",2021-05-03 03:30:00
"599","03/05/2021 3:40",0.731,"2021-05-03","3:40:00",2021-05-03 03:40:00
"600","03/05/2021 3:50",0.801,"2021-05-03","3:50:00",2021-05-03 03:50:00
"601","03/05/2021 4:00",0.878,"2021-05-03","4:00:00",2021-05-03 04:00:00
"602","03/05/2021 4:10",0.961,"2021-05-03","4:10:00",2021-05-03 04:10:00
"603","03/05/2021 4:20",1.05,"2021-05-03","4:20:00",2021-05-03 04:20:00
"604","03/05/2021 4:30",1.144,"2021-05-03","4:30:00",2021-05-03 04:30:00
"605","03/05/2021 4:40",1.242,"2021-05-03","4:40:00",2021-05-03 04:40:00
"606","03/05/2021 4:50",1.344,"2021-05-03","4:50:00",2021-05-03 04:50:00
"607","03/05/2021 5:00",1.449,"2021-05-03","5:00:00",2021-05-03 05:00:00
"608","03/05/2021 5:10",1.556,"2021-05-03","5:10:00",2021-05-03 05:10:00
"609","03/05/2021 5:20",1.665,"2021-05-03","5:20:00",2021-05-03 05:20:00
"610","03/05/2021 5:30",1.775,"2021-05-03","5:30:00",2021-05-03 05:30:00
"611","03/05/2021 5:40",1.884,"2021-05-03","5:40:00",2021-05-03 05:40:00
"612","03/05/2021 5:50",1.994,"2021-05-03","5:50:00",2021-05-03 05:50:00
"613","03/05/2021 6:00",2.101,"2021-05-03","6:00:00",2021-05-03 06:00:00
"614","03/05/2021 6:10",2.207,"2021-05-03","6:10:00",2021-05-03 06:10:00
"615","03/05/2021 6:20",2.31,"2021-05-03","6:20:00",2021-05-03 06:20:00
"616","03/05/2021 6:30",2.41,"2021-05-03","6:30:00",2021-05-03 06:30:00
"617","03/05/2021 6:40",2.505,"2021-05-03","6:40:00",2021-05-03 06:40:00
"618","03/05/2021 6:50",2.596,"2021-05-03","6:50:00",2021-05-03 06:50:00
