"PC01";"PC02";"PC03";"PC04";"PC05";"PC06";"PC07";"PC08";"PC09";"PC10";"PC11";"PC12";"PC13";"PC14";"PC15";"PC16";"PC17";"PC18";"PC19";"PC20";"PC21";"PC22";"PC23";"PC24";"PC25";"PC26";"PC27";"PC28";"PC29";"PC30";"PC31";"PC32";"PC33";"PC34"
"1";-5.27027692808309;0.754347918765017;1.00675933555326;-2.12982573904284;0.258539246508238;2.28583382056677;0.355680505802238;0.639114054918773;0.571291320473959;-0.410599651575108;0.182702233597761;0.152038862661206;0.222072724605358;-0.0403128659412038;0.0578174037438986;-0.42213849993827;0.249631243331571;-0.258086387869;-0.409322747246438;0.0443375963508492;0.0802684041629384;-0.110134792971447;-0.0293661605677526;-0.00127488608163463;-0.0150162182239599;-0.00664550927602214;-0.0105237128055814;-0.0333824752456672;0.0206204182587624;-0.0149365585193767;0.00376238025048927;0.00142057717506562;0.00105342916523474;-0.000103139046641818
"2";-2.95741735151436;-0.326361682946532;-0.558257167313813;-0.719785907660881;0.696936885886336;-0.88323235107272;-1.57639729368631;0.931940295670363;-0.656191053691807;0.102812541877486;-0.927867347117683;-0.478304567016411;-0.119051137642813;-0.140279124089012;-0.0984873752999744;0.0741414228500373;0.229524414637608;-0.0557777755942324;0.0323959320997225;0.0369726883364491;-0.133178074213449;-0.152292418723732;-0.283431377623191;-0.0545282922739634;0.00168285743682778;-0.0880418275106614;-0.0146787762192891;-0.0046045924211177;-0.0230712993998805;-0.00683720447269547;-0.00424759056086226;0.00188222830079767;-0.000572790318995716;8.89139211981797e-06
"3";-4.16606622619174;0.490691078874687;0.685137729306192;-1.25458656028184;0.168375544914183;0.960356178909243;0.269456469434604;1.45705168934831;-1.43644666084978;-1.2993604917889;0.73541689489391;-0.177747455670319;-0.903089139409195;-0.0373913006663404;-0.149790942458937;-0.0618755762715168;0.138314951385672;0.00101059960103864;0.136286254371259;0.104776717888862;-0.0561668387354773;0.0187233037771448;0.180665840092367;0.0434723237691051;-0.0087286785209944;-0.00424542058355262;0.0328225805020197;0.00683855757953924;-0.0183001336251891;0.00292281386367428;0.00035315711329383;-0.000756425090171388;-0.0011428942653463;5.32378872938602e-05
"4";-2.05173638440517;-1.88806431349338;-1.63080380542833;-0.587628464938151;0.73045582979033;-0.251312027894316;-2.49951017473335;0.589941821118674;-0.522647505182941;-0.350173189567073;-1.54651400490607;0.203760291208456;0.551391297584396;0.0287146461690616;0.0485031438190142;-0.232048856585246;-0.281654658978269;-0.017383923512992;0.01152111953521;0.0424656927515355;0.177622252096978;0.07004466648018;0.112038413073183;0.0385212058762099;0.0108611429716739;0.0747078280736887;0.052066310918892;0.00454444135307481;-0.00164094432029643;0.0013817532981572;0.0011081433105599;-0.00137621374604047;0.000500290078851186;-1.7193633923082e-05
"5";-1.92460010181257;-1.86604149059075;-0.142995491292718;-0.249823092519577;-0.452597387294707;-0.941869243945156;0.865834257320656;0.603115243971617;0.142944808762739;-0.64166545057143;0.501322776587193;-1.15330528289833;1.04676278096499;-0.0278018543154556;-0.0589595442496727;0.0373060746063098;0.0238278085409584;-0.0121784467196844;0.122993999528394;-0.00822949736692542;-0.136423768230848;0.112164457319368;-0.0239445290329325;0.0113321054599809;-0.0699399608267135;0.0499860702602924;0.00417986297182777;-0.00924758162737882;0.017859911138276;-0.00470564571086862;-0.00704290417449643;-0.000501136116265965;0.000280363726050742;-5.16654544813102e-05
"6";0.199479674913615;-0.817038713207973;-1.51943848300927;1.43907303110528;0.510528357155073;-0.593776111961059;-0.399873313941321;-0.516918339807676;-0.197420354455322;-0.81171423853014;0.664272310142148;-0.231566673924238;0.0547920430447134;-0.138317669570639;-0.028072629539915;-0.360168928397246;-0.045818464870634;-0.128882983805256;0.37535776982222;0.264172261030183;0.0902023975055033;-0.0700576269176677;-0.0639608357846467;-0.0308699589826073;0.0816063534685264;0.00779508813059095;-0.0937761191714291;0.00981494524851624;0.0225257244620836;0.0129903730474258;0.0019995189940502;0.001302288827646;0.00111639590497738;-3.38161373914037e-05
"7";-1.46935185878077;-3.8982097589686;-0.0349904331486397;-0.516717352687295;-1.02987810353299;1.18703864911086;0.134128516133606;-0.170673595234837;0.0952694823877515;-0.559795480507439;0.335210319047715;0.0629868479995498;0.333789424859902;0.0316962417158336;-0.567952080773518;0.266974643003191;-0.0749430887433761;0.000248226371519555;-0.271179755744736;-0.098847629662722;-0.0142331394932536;0.0497865194536291;-0.18041098879778;0.018601491544874;0.0421468781999934;-0.0106694522259775;0.033967256912676;0.0560452868681761;-0.000963433180964538;0.0241705297201402;0.00755474600722825;-1.25239804327215e-05;6.40386241232242e-05;4.16794590466802e-05
"8";1.17742828030923;-3.13624922187722;-1.05709030370545;-0.214731087896367;0.630660559943111;-0.328309961412093;0.124912813027528;-0.420057025481224;0.772580273154967;-0.0778480165527865;0.249879171993032;0.489880477087152;-0.00541569108943403;-0.223555212159888;0.0683489193933848;-0.156944073767035;0.266572029073497;0.325189758714532;-0.0310355323177504;0.162322251778873;0.01885001865145;-0.147315916437891;0.0625943774901262;-0.069026805660698;0.0763688432482474;0.0014458208268408;0.0297463999836129;-0.00608471585658421;-0.0235080168725782;-0.00368395063210502;-0.00135096760710825;-0.00867674348224209;0.0048666849869875;1.33355195908423e-05
"9";0.851763422260373;-2.44668454642404;-0.39865097923126;-0.0757775602154241;-0.755575830807572;-0.26375362073825;1.0130084943096;0.00331617581692332;-0.0222469759938686;-0.362980611830388;0.346715951068313;-0.441586456134652;0.170983951209101;-0.331261838552416;0.656734508526833;0.444393524575597;-0.148198787116127;0.233458016251847;-0.234930834398149;0.131033055398536;0.174881869305156;-0.0154192826830393;0.0129324529222638;-0.00245990943281568;0.0147994930619544;0.0191503690840885;-0.0126812229858103;0.0129041378815629;-0.0296773309839245;-0.0177137984641687;-0.00377813087216787;0.00627195607649482;-0.000760496018177928;2.81696884927383e-05
"10";2.55408062814528;-2.47602076037088;-0.803952808046715;-0.740556826124994;1.91530199132925;-0.0681626466751409;0.33316500076028;-0.678527167532474;0.373581497966204;0.237840614529405;0.0382976886736881;0.154582800170229;0.0213961802332322;0.0510801711795568;-0.000398370071875473;-0.373380090273604;0.442509383565847;0.285375289011194;2.75108671672908e-05;0.111990114166355;-0.00744466170500779;0.234839466892324;-0.0469773625528228;0.0175452144686334;-0.00892971448522017;-0.0210019866514791;0.0278281265782107;-0.0320475770006662;-0.00225742512256877;0.00983830790218657;-0.00064497897153417;-0.000396795879747846;-0.00669930788066825;7.93253386045453e-07
"11";2.75487365113097;-1.76398380959366;-0.804674581583585;-1.21656925096383;3.36972232392817;0.0932635382311141;0.32406874545994;-0.483294879279622;-0.0882418226742689;0.108880041589244;0.193477617996888;-0.0444417763760605;-0.52185831476593;0.387273935858529;-0.473650667467813;0.226321403378086;-0.173412450934732;-0.201839252301107;0.0538115750148609;-0.131178301706147;-0.120679111536654;0.165018773514181;-0.0866547217454512;-0.0288800256560898;0.0317649513212242;0.0743299940125883;-0.00789775909258056;-0.0288803576645631;-0.0063394651907035;-0.0236589810641983;0.00294333315398426;0.00165808028479891;0.00270808477024516;4.83284549318824e-05
