"PC01","PC02","PC03","PC04","PC05","PC06","PC07","PC08","PC09","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28"
"S01A",-5.08268241821549,2.17624851255203,-0.245994240406379,-1.48424553976503,0.307241975336566,-0.728443931140697,-0.780308407140256,-0.525600710987729,0.469404825400718,0.658276140311902,0.0639176583211678,-0.101188512940193,0.3221935027053,0.0685697698520089,0.0642303167249125,0.350247132414495,0.129471497393398,-0.00360468566011042,0.0472346443634969,0.00794821977762396,-0.0604513346032385,0.00381719984286447,0.0129695204294902,0.00583298721443032,0.00461566705417825,-0.000231589091310269,0.00164021626368738,5.98048026062385e-08
"S01B",-4.67616573465435,1.15901596422901,-0.240454168465773,-1.10585039526621,0.242490033855404,-0.523846004584504,0.0699724071898779,-0.0631673264284141,0.733586054086709,-0.85300412785501,-0.46382634539633,-0.160547563105012,-0.260446669387106,-0.0690423383326281,-0.224960825028848,-0.249828685770695,-0.179236969723221,-0.162534028881344,0.0059959241225359,0.0050125059455304,-0.00016644332804483,0.00137305434449934,-0.00554423134409026,0.00333548120407429,-0.000609147872239934,0.0010196480787581,0.000542774461665729,-4.48098348265467e-05
"S02A",-4.21227250678371,1.24128670881412,-0.131060874222744,-0.340620806157562,-0.547231505938516,-0.520476504526004,0.101881986612884,0.353337803147486,0.427139732433088,0.124194677018126,0.322396584849018,0.354102696939802,-0.0577450794657609,0.000856871442836221,0.254081895856812,0.070973942586101,0.21614617607706,-0.0781941008492154,0.0882342792019417,0.114855213230444,-0.0218616353548624,0.00985035666770773,-0.00823686393249841,-0.0129087932955949,-0.00627107015878912,-0.00106808698065419,-0.000310631960852015,3.34341691507274e-05
"S02B",-3.08621275601123,1.57422887064893,0.250223691779771,-0.214517971734254,0.975905560222002,0.488051918283802,0.278116060215007,-0.468327246660567,0.893060222445167,0.500276472199389,-1.00130772987307,-0.232966581390589,0.0172415856373924,0.0187155385594235,0.369355466045508,-0.0255125936955683,-0.169123220022488,0.0569194983923004,-0.0452608165830837,-0.0178547569507714,0.033295802134302,0.0168702875283196,-0.0204071839566386,-0.0078582431924457,0.00185228538206122,-0.000651829506603252,-0.000142429668644417,1.3547429355742e-05
"S03A",-3.51594490098035,0.706076950997865,0.0350128314264789,0.689430626770685,-0.733849588564857,-0.061933030467538,0.773433602036621,0.014575993614419,0.229354333862619,-0.526996930901542,0.0914777756209836,0.917459195531709,-0.341391941957752,-0.0985459164054306,0.0420852943567301,-0.108884801096075,-0.0304641396951677,0.00385987583457506,-0.0571577673483408,-0.06590363211524,-0.0254692645354187,0.00120001321495226,-0.0150586994132628,0.0030380403101895,0.00670717279446992,-0.000853831673716499,0.000380771728769602,0.000115442789636139
"S03B",-0.77809800619093,1.96536826057955,-0.874292596551896,1.78134858439596,-1.24979943623266,0.111023657378585,0.433498163370007,-0.519704431714704,0.351594904416942,-0.0569602013576648,-0.686206352825499,0.480724402952991,-0.0545642536639753,0.119251040043823,-0.1670013180874,0.286242813776291,0.085151907393751,0.0831056618389913,-0.0504969840716108,0.0344812375627868,0.00664794311498942,0.0207959696968597,0.0046514312419912,0.0128722373614781,-0.00948610504845704,0.00077021615045908,-0.000132239489725905,-7.0320584589296e-05
"S04A",-0.20344924037613,-2.9311099934853,1.24105869275151,0.0101649583713598,-0.357572678182733,-0.190825466587378,0.474806362202903,-0.478371443935101,0.167626649571103,-0.557775406090061,0.32730763097508,-0.457574645788574,0.0754978241376005,0.424449903301874,0.197328465952172,-0.105404182327121,-0.0081712649607032,-0.0306193580680279,-0.144770892018218,0.0200390279092052,-0.0678752225994522,0.000500774537403655,0.0167594921922026,0.00410147188704836,-0.00393152910505372,-0.000453635867038948,-0.000759233964118811,2.83233372769516e-05
"S04B",3.42627826565753,0.1244302280521,-1.04051840409557,1.3648215862493,-0.501520830794813,-0.0627499448362483,-0.663096895752481,0.666939984208666,0.206806360846342,-0.341925374262035,-0.369456566714314,-0.53014116610319,0.168759337816288,0.37127610781211,-0.329547983388406,0.291940388570899,-0.000305562754172474,-0.162009295996431,-0.00650815986388089,0.0354234607660278,-0.0130056706829102,-0.0272563822638094,-0.015173347101173,0.0025598802655003,0.00487388296547116,-0.00115376214748175,-7.04205839026084e-05,6.57787172086964e-05
"S05A",0.402668757489537,-2.83363131886991,0.582050810277609,-0.00734347230782471,1.17580459454842,-0.212744909227151,1.55069031597525,0.441801398965569,0.407057835720158,-0.727873012548773,0.0313238656012039,-0.0855426191857565,0.102230811883849,-0.323507530191876,0.18769694385602,0.261525652163882,-0.0137463609659266,0.28152251150052,0.0429275577971514,0.0532995397753786,0.0127117590848432,-0.0283391983409667,0.00229569741999142,0.00671827195827674,0.00292723556830514,0.000963486934097812,-4.43853631378888e-05,-2.39791000727174e-05
"S05B",5.79355722652911,-0.112087963826905,-2.46218617275033,0.597029274532145,-0.735198340103096,-1.1843077191008,-0.403761778734671,-1.99130010364213,-0.171366020424961,-0.552415683876079,0.290643119881513,-0.0836095341063221,-0.387386968374622,-0.343392779528054,0.106217391390262,0.0750531872261095,0.0566409353369688,-0.0818405334879067,-0.135916242401428,0.0300284536520865,0.0322584088445897,-0.018440398261122,0.000672777750256894,-0.0035944124295523,0.00204657216923642,-0.000472974633449641,-7.58980175954438e-05,-1.43353902296766e-05
"S06A",3.81394166979834,1.46276763573467,0.302179732688843,1.21356021049257,2.98442068531208,-1.18425904072232,0.848381518073807,0.503864361722534,-0.551251235695352,0.118210822909684,-0.164218089005069,-0.186130753426865,-0.12521717143536,0.0656233268240604,0.154878874638386,0.147835136359165,0.358508466005744,-0.152142510289185,-0.0226134511161532,-0.110321356183725,0.0276857337211922,0.0044801214158621,-0.000901892110871896,0.00222977626451751,-0.00164986258862549,-0.000255662479189733,0.000417315492566184,-2.78007057144054e-05
"S06B",6.6963793216431,0.452678097642391,-3.08629527951672,-0.92246549711083,0.890139182628492,-1.22646855983054,1.83113560558155,0.09166779860621,-0.695328868665509,0.637797159352184,-0.200568261887654,0.188249172778651,-0.0175053601863461,0.140412542523703,-0.117495559986965,-0.223814984123004,-0.220046117424426,0.0208515891988954,0.0305554927225573,0.0849425201889155,-0.0534008771280518,0.0113491397269776,0.0016281650588454,-0.0035451727925505,0.000341259977077875,-0.000130991828265981,-0.000365787582303045,1.32313133961316e-05
