"PC01","PC02","PC03","PC04","PC05","PC06","PC07","PC08","PC09","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","NA","NA"
"G05B",-7.90535319413533,2.41356045979395,-3.04751194599415,-1.94290935434352,1.28066883737731,0.400684216752964,0.410722696275411,0.124086571229385,-0.230854851816446,0.201151206653851,0.158712831023008,-0.0697505520031178,-0.061630152097679,-0.100825046818586,-0.102580417989735,0.0160000955831519,-0.17120804586997,-0.0662526491841318,-0.135084812721046,-0.0585989526894076,-0.0601374719338957,-0.0369104253010327,-0.025058315316447,-0.0148085058033432,0.06475754690811,0.00328915415208183,0.0755857023973148,0.0504435532781589,-0.0424441221749388,-0.0273870321594976,0.00167675900384942,0.000200563536457957,0.00142620354902175,4.81575964322561e-05,-6.69963669625018e-07,1.66533453693773e-16
"G06A",-2.71903174435329,-1.32253888253844,0.1343621965058,-0.75484598206073,1.02570778241732,-1.67315743836865,-2.59024275680779,-0.460044446785576,-0.99826741332078,1.48438790510075,-0.623827058030296,-1.12486042382647,0.536908631242205,-0.15205585620158,0.153386945842367,-0.0246434996629111,-0.0198280990451611,-0.197674244302748,-0.0655571521272845,0.0155334781727247,0.0911683490851194,0.00438562315339006,-0.0462151669490114,-0.0995915499940648,-0.0088645371260573,0.00680210521395363,-0.00822899009483693,-0.0157115235595106,-0.00426341299742961,0.00730901947062459,0.00193956829497375,-0.000820547934654392,-0.000131399423560238,1.78970374800011e-05,1.15779977039043e-06,-1.11022302462516e-16
"G06B",-8.90948628575799,4.30149543536906,-2.99113970776414,-0.85048983858918,1.82115324321396,0.108799645642902,-0.225171822634327,-0.190031775652297,0.216614452749242,-0.708490279972799,-0.672659180350452,0.036994535765107,-0.279201870077821,0.311078394716392,-0.0523596712113892,-0.0801666466116079,0.0365213648116495,-0.0494189918883279,-0.133464488666069,0.232705021230434,0.116541814383165,0.236439483172498,-0.0784953702918256,0.0618728389074168,-0.00913909017290472,-0.0395333066041713,-0.0299541606031907,-0.0139120340895951,0.0130551391280914,0.00363053541822303,-0.0037395520261568,-0.00369565431559006,-0.00256955108352074,-6.09772403506095e-05,6.02820389680736e-06,1.11022302462516e-16
"S01A",7.2537129731485,1.54640719626307,-0.51041471283032,-2.24167493846816,-0.0740507058666638,-1.88736543818248,-0.0155121050897746,0.364372226949997,0.811781066452822,0.0786613744172429,-0.33448539662242,0.0736288972695089,-0.473446037309549,-0.366591869037888,-0.475548907779729,0.118387008455281,0.176406596076612,-0.2568493226713,0.0884730905088205,-0.0030919850101227,-0.15967367452997,0.0836437426038781,0.019912574687895,0.0502510221309969,0.102867483043278,0.0043074674850272,-0.0458813035896267,0.0156006413714462,0.00363385268748566,0.0124700885832344,0.011021356619706,0.00148758870413272,0.000191118036920952,9.31882433185625e-05,1.77114249824695e-06,-1.66533453693773e-16
"S01B",6.05386531296321,3.0034475284583,1.14076852999043,0.312135495010317,1.10558784049359,-0.631485963995409,0.966249143079231,2.10072033677205,-0.497982697242439,-0.650373607825889,0.230810256978615,-0.599401250527871,0.39410495718488,-0.427110723007572,0.0717331515386389,-0.0687275362197856,-0.176835856494607,-0.133499292581063,-0.134685000344887,-0.28770100966229,0.0442082567834579,0.112935788800495,-0.0626706181145026,-0.00890349383999205,-0.0816470770241216,-0.0254717681099839,0.0252962479906704,0.00630422282797885,0.0314100889857989,-0.0104754974119435,0.00118767705777909,0.000489330828371979,-0.000875404745716794,-9.68528396221545e-06,-8.83611778551563e-07,-5.55111512312578e-17
"S02A",5.48886279829304,0.8302678504663,-0.148096607257943,-1.38070507265265,0.0761604845634406,-0.65123887072729,-0.68687103996125,0.0989861754866516,0.262332543361619,0.626341847144375,0.0850838831184258,0.189717021415201,-0.626222626234416,0.0605648149332941,-0.24496359023518,-0.0548901219453601,0.225695746525236,0.18140919255897,-0.329067767315679,-0.00103971688575858,-0.20520255172702,-0.0794048139891134,-0.0992545452137607,0.00715995073315965,-0.0693055150268759,0.0516862672439113,0.0567084795338371,0.010284133642333,-0.00699219620703448,0.0130684637923839,-0.00204483771546874,-0.00130920436750693,-0.00241204800594828,-0.000189064895719848,-5.13737781308865e-06,-1.66533453693773e-16
"S02B",4.18496925777358,0.23403129363343,0.0173989535292802,-0.038314608240442,0.333067855636841,0.655298608336789,1.22383421111533,0.00386003143753089,-0.32679971381418,-0.0537417981149339,-0.180065356849588,-0.818220851299166,-0.111613197364412,0.147270163054733,-0.116554202002205,-0.798611677735919,-0.0559007031087516,0.52257419240574,0.025438459590685,-0.187651983259122,0.00596499084973363,0.010801784975808,-0.00466228498087557,-0.00289114677504363,0.0320360618172522,0.0691523939229605,-0.0861528897037387,0.00405328261305865,-0.0221165165852405,0.0016339128124279,-0.00151462353442296,-0.00229479144166524,0.00153067947526452,-1.93458642395207e-05,5.11418851835421e-06,-1.11022302462516e-16
"S03A",4.14653715735929,1.59459052031071,1.15702657470381,0.927628133457445,0.921137698092863,0.633728984850035,-0.609267142674786,0.434963262652645,-1.11934993908461,-0.112488138348457,0.232055006178458,-0.0980998443374914,-0.212760364120577,0.596298722691997,-0.291701023367284,0.354853136012576,0.386794715165729,0.111452762583554,0.0122004245061239,0.166789313844461,0.150830693635131,-0.032948147717868,-0.10074368918316,0.0519681022131082,-0.0271262446846478,-0.0186596877251801,-0.0304784068414633,-0.0134448255926364,-0.0176881005061139,-0.00899618559802005,0.00158367921787545,0.0141849426830882,0.00116147220170886,3.25153843898363e-05,-1.35840632588258e-06,-2.77555756156289e-17
"S03B",1.78988819925864,2.77790278020549,2.0942610789115,1.59524248893838,0.113169250771429,1.74452967827668,-1.05873159729706,0.668103401880467,-0.442843302207993,-0.555421823942534,0.242330012339544,-0.357723359073948,-0.0309305369737264,0.398977088298469,-0.544222733989013,-0.137565744657474,0.0331235680370124,-0.149522023402254,0.383508794612435,0.159813253903456,-0.18903660280568,-0.0367698286006504,0.027299907653572,-0.057879770537755,0.035166454055225,0.00984224678296712,0.0853075873914842,-0.0168750614015002,-0.00237303987623619,0.00963753949356004,-0.000602688668247109,-0.00808126566839097,0.000103096113086055,3.41146223528724e-05,2.54510173075539e-06,5.55111512312578e-17
"S04A",-0.960565286378082,-3.53384934809101,-0.136582565503986,0.57439496613396,0.68523397408971,0.712070148655047,0.0959858154220599,0.32702612729028,0.595548178400802,-0.260365282016837,-0.0905504624805437,-0.815966099287654,-0.0542440960269266,0.562796939674862,0.52503227621066,0.32799898090856,0.220374693454229,-0.11070089318831,-0.0200575113052204,-0.0739117378439591,0.0104125034297738,-0.126042032512069,0.113462739626194,0.0762926489589346,0.0270055038536941,-0.0422596275724458,-0.00481612945142887,0.00143604969098871,0.00337918905141207,-0.00699220624538312,0.00978104690145784,-0.00505072962452188,0.00203457029242055,-0.000172651076686611,7.52866612954706e-07,-5.55111512312578e-17
"S04B",-3.4447562858807,-0.538991001805871,0.441687436363544,0.353830352294173,-1.63312588808784,1.23913058290343,-0.680819234913432,-0.693564651695856,0.632144973709581,-0.211257614657503,0.488776642071405,-0.323871986813951,-0.640182358108727,-0.855130527522848,0.114235511674274,-0.43681682492739,0.181989533765292,-0.461139564505088,0.127491434294124,-0.101710348716707,0.144475389017972,-0.0416946994004628,-0.0998965053293104,0.0562309239249328,-0.0561983437960322,0.00883519080668436,0.0177978059679016,-0.00383622578779676,-0.00323138602559609,0.00257317722424371,-0.00317825812055175,0.0047863740055044,0.0028678980649261,-3.93805681878946e-05,4.32128102867413e-06,8.32667268468867e-17
"S05A",-2.12338930732737,-1.1307981175193,2.93521833516648,2.77679278127063,1.8070661454716,-0.287123486918462,1.59274390856102,0.023183555135802,0.01270698267864,0.340061280570598,0.0534237826155184,0.333387601150234,-0.845817240356532,-0.524692358075096,0.422620718413783,0.281534882293526,0.113647020788191,0.130752722102837,0.0810596360703825,0.121953273870168,0.0563243803044627,0.166723503853061,0.0451779681892424,-0.135552940300597,-0.0522811961018076,-0.00983970275588938,-0.00135588224229591,-0.00385561782667291,-0.0271871195775759,0.000385141165806777,0.0047227731351679,-0.00291789404326924,-0.00133539397105258,8.96529858132166e-06,9.74211252710577e-07,0
"S05B",-5.87625735864397,3.79762298686814,3.40393852572887,1.36239577044462,-1.09885405939598,-1.59537891791314,-1.47163600794321,-0.00879745704252472,0.660188180069455,-1.3124756809579,-1.38454839870144,0.0926212908591506,0.162303810870126,-0.178444334119855,0.275865728319499,0.0285976179157126,0.0940875163477558,0.233270338615626,-0.0316351402470936,-0.0810999694029556,-0.142791972925901,-0.149673935548798,0.0681037211214436,-0.00310719255399411,-0.0237942073489567,-0.00900518062693462,-0.0102569771375895,0.0135158098810704,-0.010924606990562,-0.00214943270572518,-0.00278929174534276,0.00208011386219054,0.000973845816663399,3.29045057739924e-05,-2.41756883787025e-06,1.11022302462516e-16
"S06A",-4.51668757861856,1.19099035508707,1.42715242989848,1.1117904670309,1.19889493044807,-0.402771709982185,1.99721716048075,-1.2564387408405,0.474094813222444,0.688479175347844,0.73599440096871,-0.70762048911677,0.57064817965059,-0.240008722259035,-0.243297542981017,0.0963178722916922,0.302755706612819,0.0136023904540795,-0.101452327527239,0.0724789347753023,-0.378138211797665,-0.0014673324678009,0.0235574624019236,0.0718655582048362,0.00302304440359794,-0.0283110302266763,-0.0127188672355827,-0.0269099134202687,0.0109720614815343,-0.00544006348524587,-0.00504538983178498,0.000628125861720413,9.08195198541077e-06,4.37933866790944e-05,-1.85586458624487e-06,2.77555756156289e-17
"S06B",-6.39228716071942,5.07178486750984,3.06960596943108,1.35817550699618,-1.30738780037171,-1.43068203202737,1.16345496179287,-0.729827764141911,0.300457472228639,0.690342015222991,0.624983969591504,0.473742743479237,0.320921461232602,0.642241268037096,-0.0617952682463612,-0.109038880245685,-0.169977324913179,-0.038605469953967,0.0118675803910889,-0.0717371745717532,0.278550077015877,-0.0386006351464768,-0.0579077002787423,-0.0105220120553243,0.0273836163563706,0.0447974206344229,0.0178967542686698,0.0219217578618578,0.0177757085843328,0.009230005163937,0.00645861057814909,0.00089183947602131,0.000575232470375565,-4.5264633914883e-05,1.25738280594423e-06,1.94289029309402e-16
