Pressure,Depth,Temperature,Conductivity,Specific_conductance,Salinity,Sound_velocity,Density,Latitud,Longitud,Fecha,Hora,Estacion,Marea
0.15,0.150668308,27.51456147,46850.32813,44606.98787,28.81922073,1533.722469,1017.911543,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
0.45,0.451985525,27.51635371,47085.93414,44829.78236,28.9799458,1533.901082,1018.032831,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
0.75,0.753249232,27.49926061,47530.1037,45267.40296,29.29610014,1534.200554,1018.276704,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
1.05,1.054427675,27.48624934,48151.51414,45870.59921,29.73270982,1534.636535,1018.609726,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
1.35,1.355527231,27.4796314,48526.60138,46233.7483,29.99598871,1534.904331,1018.810707,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
1.65,1.656591711,27.47783436,48592.29875,46297.92687,30.04248799,1534.954371,1018.847472,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
1.95,1.957640602,27.47266404,48715.12499,46419.52708,30.13068927,1535.040746,1018.916609,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
2.25,2.258668305,27.47342164,48857.66239,46554.67555,30.22877271,1535.151054,1018.991288,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
2.55,2.559674817,27.47564737,48991.83288,46680.54167,30.32015692,1535.257636,1019.060476,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
2.85,2.860656408,27.48905205,49202.36692,46869.1708,30.45723002,1535.437864,1019.160418,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
3.15,3.161614532,27.50260489,49335.12613,46983.50323,30.54032913,1535.561432,1019.219793,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
3.45,3.462557197,27.50540814,49424.99091,47066.57148,30.60070139,1535.636581,1019.265521,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
3.75,3.763487963,27.51432783,49504.21675,47134.00971,30.64971494,1535.713626,1019.300777,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
4.05,4.064410839,27.51962668,49545.78723,47168.83037,30.67498855,1535.757388,1019.319361,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
4.35,4.365324055,27.52841998,49647.87879,47258.11171,30.73992812,1535.85094,1019.366613,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
4.65,4.666223333,27.53597234,49748.65368,47347.22845,30.80476787,1535.941561,1019.414184,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
4.95,4.967111099,27.54460014,49818.92404,47406.32141,30.84774867,1536.011542,1019.445001,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
5.25,5.26798338,27.55232406,49971.68968,47544.70004,30.948535,1536.140474,1019.519507,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
5.55,5.568842111,27.56343633,50020.70636,47581.27498,30.97512689,1536.198766,1019.537225,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
5.85,5.86968635,27.57602627,50193.3392,47734.05558,31.08648499,1536.349845,1019.618117,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
6.15,6.170512053,27.58427097,50290.54599,47819.00087,31.14839043,1536.438886,1019.663262,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
6.45,6.471302529,27.61079327,50702.20849,48186.12811,31.41642168,1536.786743,1019.857352,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
6.75,6.772041343,27.65112448,51063.86182,48492.66025,31.64047786,1537.119224,1020.014002,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
7.05,7.072754908,27.66810322,51117.14551,48527.61196,31.66597361,1537.18944,1020.029003,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
7.35,7.373461945,27.67411085,51181.19106,48582.87139,31.70632804,1537.250606,1020.058676,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
7.65,7.674157172,27.69369506,51307.37777,48684.55108,31.78067468,1537.378184,1020.109523,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
7.95,7.974839738,27.71204013,51402.11145,48757.46729,31.83398448,1537.480743,1020.144965,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
8.25,8.275515339,27.71512601,51428.07157,48779.23612,31.84984395,1537.509469,1020.157177,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
8.55,8.576187638,27.72016055,51454.0156,48799.18333,31.8643712,1537.541169,1020.167762,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
8.85,8.876857454,27.72189138,51467.16706,48810.05377,31.87225059,1537.55843,1020.174415,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
9.15,9.177525566,27.72555352,51480.79745,48819.58938,31.87915327,1537.579,1020.179714,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
9.45,9.478192738,27.72864298,51486.16342,48821.81724,31.88070367,1537.592636,1020.181178,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
9.75,9.778859673,27.73355732,51492.66454,48823.43157,31.88180527,1537.609899,1020.181719,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
10.05,10.07952575,27.73426164,51502.31736,48831.9318,31.88794891,1537.62302,1020.187397,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
10.35,10.38019058,27.73264336,51503.36666,48834.4253,31.8896924,1537.626283,1020.190517,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
10.65,10.68085489,27.73454893,51505.68723,48834.8609,31.88992974,1537.635873,1020.191375,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
10.95,10.98151862,27.74329868,51523.87702,48844.00323,31.89654637,1537.667564,1020.194825,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
11.25,11.28218161,27.75029209,51536.48024,48849.47381,31.90047308,1537.692469,1020.196818,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
11.55,11.58284389,27.7513829,51541.87607,48853.57808,31.90339736,1537.703062,1020.199955,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
11.85,11.88350053,27.74479728,51597.29929,48912.21689,31.94626923,1537.73855,1020.235556,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
12.15,12.18414672,27.74248023,51659.64378,48973.4684,31.99106541,1537.785655,1020.271233,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
12.45,12.4847828,27.73124467,51703.25738,49025.2579,32.02893249,1537.805428,1020.304572,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
12.75,12.78540688,27.72281573,51780.35699,49106.21358,32.08818792,1537.854067,1020.353073,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
13.05,13.08601908,27.72300401,51840.61468,49163.18375,32.12987513,1537.903528,1020.385613,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
13.35,13.3866176,27.72739209,51961.59122,49273.81116,32.21092901,1538.003953,1020.446371,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
13.65,13.68720227,27.72774696,52024.15527,49332.80698,32.25412675,1538.055384,1020.479994,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
13.95,13.98777987,27.73273075,52057.97889,49360.21533,32.27415656,1538.092759,1020.494726,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
14.25,14.28835352,27.73895645,52089.5957,49384.36329,32.2917963,1538.130396,1020.507263,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
14.55,14.58892371,27.73543754,52103.29605,49400.6483,32.303662,1538.140079,1020.518598,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
14.85,14.88948967,27.73010724,52126.41022,49427.55947,32.32332603,1538.153925,1020.536373,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
15.15,15.19005254,27.7404519,52147.52213,49437.87951,32.33082267,1538.1901,1020.539967,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
15.45,15.49061388,27.74805824,52171.13314,49453.13144,32.34193795,1538.223944,1020.547158,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
15.75,15.79117363,27.7555866,52188.54734,49462.57894,32.348793,1538.253114,1020.551175,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
16.05,16.09172898,27.74990953,52227.28162,49504.61724,32.37956632,1538.27791,1020.577406,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
16.35,16.3922788,27.75709349,52258.85173,49527.79643,32.39650393,1538.316942,1020.589106,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
16.65,16.69282414,27.76250246,52301.80577,49563.42415,32.42258253,1538.361634,1020.608243,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
16.95,16.99336629,27.76846886,52314.63672,49569.97792,32.4273144,1538.385053,1020.611165,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
17.25,17.29390602,27.74398648,52299.56727,49578.70153,32.43362375,1538.341895,1020.625077,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
17.55,17.59444087,27.71355429,52285.77445,49594.24113,32.44493235,1538.290622,1020.644655,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
17.85,17.89496929,27.69287872,52297.09766,49624.44539,32.46701524,1538.272575,1020.669183,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
18.15,18.19548987,27.66979599,52313.16602,49661.44736,32.49408932,1538.254367,1020.698233,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
18.45,18.49599789,27.65560011,52396.35859,49753.83291,32.56186067,1538.299074,1020.755,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
18.75,18.79649265,27.6579361,52461.85352,49813.81479,32.60585392,1538.355829,1020.788592,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
19.05,19.09698162,27.61034381,52394.83795,49795.1868,32.59203269,1538.239287,1020.794787,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
19.35,19.39746721,27.51254088,52268.23506,49767.38335,32.5713975,1538.002157,1020.811938,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
19.65,19.697949,27.49335486,52252.42058,49770.50974,32.5735826,1537.966212,1020.821014,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
19.95,19.99842728,27.42328756,52166.74709,49755.31822,32.5622263,1537.800881,1020.836185,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
20.25,20.29889961,27.32398594,52054.32639,49742.31747,32.55240625,1537.570512,1020.861798,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
20.55,20.59936598,27.30094295,52044.16508,49754.51889,32.56123688,1537.532597,1020.877073,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
20.85,20.89982619,27.27541065,52052.26563,49786.56789,32.58464113,1537.504418,1020.904093,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
21.15,21.20027817,27.24430631,52055.68899,49819.48529,32.6086701,1537.464193,1020.933353,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
21.45,21.50072084,27.20116895,52049.59566,49854.81811,32.63444273,1537.398361,1020.967747,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
21.75,21.80115315,27.16971768,52065.956,49900.55373,32.66788658,1537.367187,1021.004185,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
22.05,22.10157857,27.16234446,52072.22656,49913.61787,32.67738316,1537.365495,1021.01496,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
22.35,22.40199904,27.14656302,52088.61054,49944.43309,32.69990403,1537.358426,1021.0382,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
22.65,22.702414,27.10308743,52044.60352,49943.87673,32.69928831,1537.263616,1021.052834,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
22.95,23.00281965,27.05269372,52054.32088,50001.563,32.74145592,1537.198218,1021.101824,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
23.25,23.30321113,26.96928169,52009.08434,50038.2944,32.76810469,1537.040579,1021.149581,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
23.55,23.60358287,26.83402309,51954.83089,50116.5333,32.82505333,1536.795469,1021.236455,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
23.85,23.90393567,26.72541884,51859.38552,50129.49792,32.83405726,1536.559814,1021.278742,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
24.15,24.20426469,26.54625596,51796.99142,50243.21404,32.91677105,1536.238264,1021.398557,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
24.45,24.50456613,26.42202784,51725.22279,50294.81038,32.95398884,1535.99426,1021.466749,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
24.75,24.80485504,26.37253826,51677.26702,50296.58721,32.95493425,1535.885028,1021.48421,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
25.05,25.10513828,26.33416005,51654.36168,50311.87968,32.96587656,1535.812219,1021.505717,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
25.35,25.40541124,26.26267631,51629.85241,50358.13201,32.9993899,1535.686,1021.554525,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
25.65,25.70566594,26.1925587,51657.32186,50453.93626,33.06935612,1535.601557,1021.630333,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
25.95,26.0058848,25.96370475,51605.56119,50629.71917,33.1970828,1535.205174,1021.798832,2.8031065,-78.3192353,04/05/2021,  9:32:58,S02,Alta
