"PC01","PC02","PC03","PC04","PC05","PC06","PC07","PC08","PC09","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30"
"G05B",6.96360970373138,0.687049441059196,1.77681923594394,-2.8256195024953,1.13634846768387,-0.177261997267656,0.481741612901414,0.0290247949744956,0.201809779404656,0.0513658986056056,-0.0510639007011036,-0.0627463616436866,-0.0952650140544481,-0.0332447685871766,0.00521939959808078,-0.178527995031984,0.0303253946734443,0.159063432909264,-0.0229940679059383,0.0460245974449344,0.000487169062492993,0.0478830654300434,-0.0277074375370741,0.037363413675795,-0.0639544052240067,-0.0362787524503487,0.0344489143028059,0.00492119488519676,0.00353953481909641,0.00152343299634202
"G06A",1.15492358232326,1.36618182680268,-0.273522160360498,0.368670683087331,0.811199435723245,0.945044327548551,-1.76122105707352,-0.354433970429248,1.40910067481898,-0.055601118610313,1.04910698304163,-1.0521773809882,0.58223944989406,0.191720434737126,0.469749395080182,-0.212522131122668,-0.102018460521799,0.14737588935876,0.0129888765563773,-0.033959721886186,-0.0668695504217843,-0.0114675851580088,0.0700788470653071,0.0350463977862568,0.000678214686710088,-0.01007090355117,-0.00926407837787817,-0.00334865753174726,-0.000664149106340612,-0.00014262113938646
"G06B",8.23431590842929,-1.01331039500685,2.52315124043119,-2.33873154054735,1.58565482382894,0.0491194952023213,-0.629549209977649,0.21226706139307,-0.596023025273092,-0.201918823706314,0.479413207074236,-0.0135810284740042,-0.123908282625401,-0.203070453978076,-0.180731525608781,0.0986812874458715,0.00814199661447218,0.0246922215783389,-0.0926717008317906,-0.115548443141248,-0.208249114082313,-0.15697692867148,-0.0777307941002772,-0.0444092843508822,0.0581457540949567,0.00802718239311575,-0.00332465094362547,-0.00395841265391321,-0.00163423587293744,-0.000347125792593096
"S01A",-5.10052232866161,-0.950714931647225,-0.0185599493224917,-2.07023437694625,-0.553313298539237,-1.13101640107566,-0.835076711969409,0.213678041972822,-0.294644898420206,-0.752855082388722,0.0580439777208556,0.0144315529014986,-0.306049780092591,-0.220427224787047,0.145947940853108,-0.13521470232121,-0.223690712495689,-0.0346167734840658,-0.118203631423103,0.289674425871938,-0.0427385259156633,-0.0323962531260165,-0.0394230955129066,0.0524969003061085,0.033096460520793,0.0267598591234064,-0.0118617702449368,0.00810554521470403,0.000471183399016253,0.00157529437914724
"S01B",-3.69217725709069,-3.30261148386192,-0.038183672107706,-0.0614208530795114,0.890782419291395,-1.00616327452807,1.00959035987851,2.03745612491601,-0.23920804029292,0.350624609925026,-0.141337469430182,-0.411701380165434,0.133929656036472,0.243679885025151,0.386586659830365,-0.194082962249983,-0.0839425070169694,0.293108189393427,0.247257828256281,0.0834893838632881,-0.0106290831470481,-0.0614391631406006,0.0366410608532896,-0.0665682069238852,-0.00669754155515395,0.0239907275678928,0.0133533350124241,-0.00316817209424807,-0.00105782512499558,-0.000878105216062856
"S02A",-3.99592765688809,-0.726835571495337,-0.0772635056097725,-1.34967953368578,-0.204890813711332,0.156524718755857,-0.580856317112796,-0.0654212317620605,0.545045309411348,-0.640902885249715,-0.132383846565357,-0.0153539505381221,-0.37026601071878,-0.243782162422754,0.0204003451395885,0.167084567981637,0.259798755085828,0.251462095984884,-0.204977825950532,0.181516189160175,0.0589677369124047,0.0177392908182805,-0.0170373407493968,-0.0490846994576281,-0.0827888417530751,-0.0104038380918182,-0.0133994762667635,-0.000383867991972717,-0.00182762612469617,4.4441029614161e-05
"S02B",-3.12912876709995,-0.623649076249447,-0.058048110253646,-0.46977506464631,0.367269623793335,-0.504536930871904,1.00185243414951,0.0309696960184262,-0.190577835918512,-0.0579174055347886,0.0684840392260913,-0.745969826712095,-0.211533199255733,-0.423057593325461,0.387829028678223,0.328317480120798,0.314511171777415,-0.0445680042907587,0.229866740095522,-0.168388121533035,0.210666476400852,-0.123689763742443,-0.0205111322547071,0.10315709646952,0.00796677051379624,-0.0175948662401955,-0.004638928287904,0.00285763114021025,0.00135331695610087,5.02745074454185e-05
"S03A",-2.9923105531135,-2.63162324981765,0.0331739493493826,0.273598019714781,0.781517385944668,1.0389873621851,0.331120258629379,0.624195634946107,0.594553928437051,0.435144032246099,0.243391347587699,-0.306282939692501,0.261288496975337,-0.305691655501271,-0.387863450397398,0.133193245458195,0.182475299048028,-0.193777060724119,-0.0984238581675252,0.0915061856354895,-0.121198519750987,0.0398126523310644,-0.0798131113977195,-0.0375873054622325,0.0298526144113664,-0.0234942128610542,0.00664289825516618,0.0163286902638497,-0.00250977430563009,-0.0013988621606421
"S03B",-0.338926663575343,-3.56586966487928,-0.3389590268842,0.987985070505422,0.247628558205688,2.0075162240704,0.567165364149599,0.758835118325861,-0.264233822161719,0.26306347304898,-0.256944933199504,-0.410530786276157,0.114467200172145,-0.593554700069679,-0.130513389024912,-0.0547682250454526,-0.289378602083172,-0.289356135201395,-0.198621963626728,0.0271664227226874,0.0379849782237273,0.0111452710301848,0.0236370446125164,0.0101220636527331,-0.0540352507818195,-0.00992235713451931,-0.00979100962586894,-0.0155952823980523,0.00174435547301504,0.000702473914043353
"S04A",-0.205815312184708,2.74111461553478,-0.379914823984636,1.08530357676068,1.03529117541516,0.171729519756754,0.11118191315246,0.258044202724467,-0.363712428243219,-0.188621099773666,-0.0141541177147483,-0.81199013157076,0.191560612358622,0.308444729762616,-0.609461771036813,0.312905647536968,-0.0972757037914185,0.00610871155571838,0.0631096755728142,-0.0171592182960145,0.0421458585166696,0.163504315847809,-0.02715538759881,-0.0227010355672509,0.0372210509052016,0.0121603902916029,0.00761846577704833,-0.00354569821061769,0.00251660537604769,0.00130894950060416
"S04B",3.06161028952231,0.680874274341746,-0.327571432381506,0.531462606276068,-1.3071917021833,1.15663492914675,-0.076914809438783,-0.76518486907457,-0.431265407529644,0.306910029666471,-0.214912757661075,-0.250520151401435,-0.945291293138975,0.0545640381193674,0.536270226044317,0.02146979546189,-0.441762033563425,0.0539170958595144,0.157028500040268,0.0759493157883176,-0.0632558757722698,0.109485706680525,-0.0665954777871055,-0.0554903868799459,-0.0218541161043075,-0.00738438981772783,-0.00452455560029184,0.00583685584029464,0.00134364800228543,-0.00119639178791823
"S05A",0.901363893439755,-1.27354817555111,-1.15054546826445,3.02287737172044,1.97958473778797,-1.38004143857615,0.834525377003481,-0.322745788138914,0.229223885127457,-0.136533248882539,0.205798916603965,0.277255493439849,-0.81946787159718,0.54360625777831,-0.0564513022098159,0.097694000325343,0.0526726266709542,-0.19493119951658,-0.0467553120894025,0.0915322285055259,-0.165005592843428,-0.0798162842996328,0.145220190645827,0.00129001100640652,-0.00768997243020597,-0.0353796882780884,-0.00111449571421698,-0.00192130877155828,-0.00123293785504219,0.000254790515089675
"S05B",5.72116435300346,-4.00396386867274,-1.26098376962279,1.90209397491018,-1.20014135769021,0.101999195023452,-2.03421603958,0.697921728600752,-1.34595346367236,-0.413267445955111,0.884423347440675,0.298635933681978,0.138748890610253,0.240467261804417,0.0731429640260327,0.178366096948537,0.154468674939545,0.0190976967362922,-0.0242517060715717,0.0221653072409441,0.187765766051962,0.0778792569578536,0.0486381512616937,-0.000861777886405873,0.00146646744604145,-0.00828587765133856,0.00314991426068643,0.00459354868866961,0.00121159705161023,-1.47697272335594e-05
"S06A",3.85069553348418,-1.48674561256308,-0.392325716769396,0.982234612415232,1.27265608402738,-1.89146891964249,0.681806317325087,-1.66812943793762,0.00758342027086885,0.405112429454664,-0.614128970741089,-0.600607072911304,0.445579437188298,0.0318270706084743,0.231216761598203,0.216708834218607,-0.0431272022419585,0.101026496528379,-0.289355331289987,0.205834040987258,0.131736204891742,-0.0321145682771134,-0.0172334325634925,-0.0444329000731478,0.0422016839827139,0.0153783587796243,0.00239178093697272,-0.00226501852206003,-0.0006491097001722,0.000287426874722189
"S06B",6.64595567101223,-4.80620968294058,-1.03814785750655,1.31917788678365,-1.40098197290995,-1.74702611311163,-0.377036507236727,-0.783058312817234,0.748591112099269,-0.0473212164285655,-0.688274679803983,0.302980932477729,0.364956558628119,-0.266446441324868,-0.218039668720258,-0.108254484874113,0.0291835039669375,0.00510218007743732,0.214574762566306,-0.176345173822352,-0.0836700914816181,0.0452104965001659,-0.055158699512811,0.0434290226550029,-0.0455048040163588,0.0177057366935559,-0.0066667564520751,0.00139442601740079,0.000561258937044632,-0.000536618065654861
