"Assemblage","t","Method","Order.q","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"Sanquianga",100,"Extrapolation",0,148.397884552966,123.98552420177,172.810244904161,0.999929160872485,0.999555458380088,1
"Guascama",1,"Rarefaction",0,25.25,23.2299336571783,27.2700663428217,0.446444644464446,0.406154984587145,0.486734304341748
"Guascama",2,"Rarefaction",0,39.2272727272727,36.2287761294349,42.2257693251105,0.617461746174619,0.578618249450059,0.656305242899179
"Guascama",3,"Rarefaction",0,48.8863636363637,45.1241850756814,52.6485421970459,0.706110611061107,0.669338749267053,0.742882472855161
"Guascama",4,"Rarefaction",0,56.3070707070707,51.8897376933889,60.7244037207525,0.76013601360136,0.725719539651514,0.794552487551207
"Guascama",5,"Rarefaction",0,62.3636363636363,57.347385645543,67.3798870817296,0.796236766533796,0.764220051662237,0.828253481405355
"Guascama",6,"Rarefaction",0,67.508658008658,61.9399187159978,73.0773973013182,0.821925049647822,0.79161697655926,0.852233122736384
"Guascama",7,"Rarefaction",0,72.0050505050504,65.9264180198594,78.0836829902414,0.841144114411441,0.811429496615851,0.870858732207031
"Guascama",8,"Rarefaction",0,76.0161616161616,69.4611138854846,82.5712093468387,0.856085608560856,0.825836024433014,0.886335192688699
"Guascama",9,"Rarefaction",0,79.65,72.6366186160176,86.6633813839825,0.867926792679268,0.836259377468955,0.89959420788958
"Guascama",10,"Rarefaction",0,82.9848484848485,75.5117770061863,90.4579199635107,0.877287728772877,0.843616959236093,0.910958498309661
"Guascama",11,"Rarefaction",0,86.0833333333333,78.1287762260545,94.0378904406121,0.884488448844885,0.848454674112496,0.920522223577273
"Guascama",12,"Observed",0,89,80.5231355360463,97.4768644639537,0.891266632775747,0.853301217356968,0.929232048194526
"Guascama",13,"Extrapolation",0,91.7455175224124,82.6986328145031,100.792402230322,0.897647074862256,0.858187202881459,0.937106946843053
"Guascama",14,"Extrapolation",0,94.3299288821405,84.6637637249568,103.996094039324,0.903653114479141,0.863104697800882,0.944201531157399
"Guascama",15,"Extrapolation",0,96.7626877415422,86.43052535332,107.094850129764,0.90930672145347,0.8680308605982,0.950582582308739
"Guascama",16,"Extrapolation",0,99.052693024842,88.0130489107904,110.092337138894,0.914628576429305,0.872938715425076,0.956318437433535
"Guascama",17,"Extrapolation",0,101.208321470002,89.4263997333327,112.990243206671,0.919638146516583,0.877802016277521,0.961474276755645
"Guascama",18,"Extrapolation",0,103.237458270458,90.6856748539038,115.789241687013,0.92435375650094,0.882597318545119,0.966110194456761
"Guascama",19,"Extrapolation",0,105.14752591881,91.8054045490991,118.48964728852,0.928792655874968,0.887304705449117,0.970280606300819
"Guascama",20,"Extrapolation",0,106.945511357967,92.7992043730888,121.091818342845,0.932971081936095,0.891907866558238,0.974034297313952
"Guascama",21,"Extrapolation",0,108.63799153908,93.6796086751656,123.596374402995,0.936904319181898,0.896393874465169,0.977414763898628
"Guascama",22,"Extrapolation",0,110.231157479737,94.4580237173923,126.004291242082,0.940606755220124,0.900752834793948,0.9804606756463
"Guascama",23,"Extrapolation",0,111.730836910429,95.1447532061101,128.316920614748,0.944091933397917,0.904977498613218,0.983206368182616
