Pressure,Depth,Temperature,Conductivity,Specific_conductance,Salinity,Sound_velocity,Density,Latitud,Longitud,Fecha,Hora,Estacion,Marea
0.15,0.151437904,28.16046421,37486.6875,35258.05132,22.18831929,1528.232684,1012.745608,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
0.45,0.454308211,28.15041786,37454.47009,35234.40793,22.17183292,1528.197521,1012.737739,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
0.75,0.757163223,28.12498001,37673.41087,35457.34121,22.32719332,1528.307106,1012.863052,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
1.05,1.059901894,28.09026858,38953.38952,36685.99779,23.18575436,1529.132205,1013.516746,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
1.35,1.362487289,28.06557853,39672.1132,37380.27014,23.67271589,1529.591199,1013.889773,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
1.65,1.664954863,28.0401013,40475.67344,38155.72788,24.21816661,1530.109916,1014.306883,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
1.95,1.967321111,28.0277363,40984.62599,38644.5178,24.5627763,1530.448131,1014.56978,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
2.25,2.269599358,28.02536362,41637.29542,39261.67835,24.99878612,1530.905044,1014.897948,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
2.55,2.571733056,28.02070935,42914.15084,40469.23492,25.85491775,1531.797605,1015.541265,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
2.85,2.873668157,28.02226043,44291.37815,41766.77662,26.7791726,1532.776088,1016.233881,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
3.15,3.175410941,28.02597749,45487.15648,42891.38893,27.58384519,1533.63429,1016.836547,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
3.45,3.47699369,28.03409932,46436.23301,43779.59993,28.22170225,1534.327498,1017.313058,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
3.75,3.778447095,28.03872289,47220.2343,44514.86738,28.75128482,1534.899245,1017.709685,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
4.05,4.07978068,28.04853161,48042.00518,45281.18284,29.30473106,1535.507831,1018.12264,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
4.35,4.381033402,28.04944179,48302.72257,45526.13651,29.48191655,1535.701134,1018.256463,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
4.65,4.682246357,28.05278021,48570.0492,45775.21574,29.6622436,1535.903197,1018.391875,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
4.95,4.983421325,28.05525177,48809.35273,45998.60626,29.82410275,1536.083919,1018.513729,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
5.25,5.284544473,28.05196165,49248.5119,46415.35427,30.12648471,1536.39948,1018.742815,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
5.55,5.585610909,28.0457988,49538.36227,46693.95446,30.32886011,1536.603532,1018.897859,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
5.85,5.886639847,28.04042296,49720.42189,46870.31052,30.45704157,1536.731362,1018.997018,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
6.15,6.187642435,28.03053899,49857.29246,47008.09516,30.5572328,1536.819692,1019.07664,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
6.45,6.488624271,28.01948593,49956.59969,47111.54665,30.63247412,1536.879178,1019.137928,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
6.75,6.789582545,28.00672578,50125.6721,47282.3697,30.75681932,1536.986512,1019.236605,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
7.05,7.090516083,27.97989813,50215.39925,47390.99264,30.83591439,1537.014787,1019.305868,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
7.35,7.391427908,27.9590481,50331.71103,47519.46347,30.92950207,1537.071681,1019.384084,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
7.65,7.692324878,27.94832403,50356.6176,47552.60769,30.95359805,1537.0781,1019.406905,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
7.95,7.993213346,27.91488623,50369.63771,47594.95985,30.98442663,1537.040722,1019.442079,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
8.25,8.294089952,27.9092056,50446.48217,47672.68908,31.0410457,1537.092668,1019.487684,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
8.55,8.594957143,27.88440335,50440.92853,47689.79636,31.05345932,1537.055206,1019.506261,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
8.85,8.895818809,27.85906823,50435.8499,47707.84994,31.06656205,1537.017236,1019.525522,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
9.15,9.196677422,27.85598475,50432.1248,47707.10927,31.06594283,1537.014725,1019.527339,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
9.45,9.497535732,27.83341406,50395.43372,47692.76661,31.0554077,1536.958018,1019.527968,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
9.75,9.79839282,27.81560326,50380.54297,47694.75294,31.05678228,1536.924517,1019.536006,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
10.05,10.09925064,27.79964271,50328.74274,47660.11677,31.03144041,1536.867004,1019.523395,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
10.35,10.40011132,27.79347256,50304.37514,47642.60874,31.01859146,1536.844652,1019.517022,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
10.65,10.70097354,27.78532922,50282.09684,47628.85595,31.00848252,1536.820745,1019.513337,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
10.95,11.00183526,27.77757847,50281.9624,47635.72321,31.01341248,1536.813564,1019.520812,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
11.25,11.30269643,27.77102911,50262.77069,47623.45129,31.00438322,1536.794373,1019.517426,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
11.55,11.60355885,27.77159934,50252.27973,47612.99672,30.9966785,1536.792596,1019.512753,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
11.85,11.90442156,27.75555299,50230.64839,47606.97741,30.99221101,1536.756829,1019.515831,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
12.15,12.20528435,27.75400998,50219.59298,47597.89162,30.98550526,1536.751347,1019.512585,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
12.45,12.5061456,27.74959691,50237.58615,47618.92895,31.00076727,1536.762556,1019.526745,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
12.75,12.80700536,27.75067766,50229.6145,47610.39737,30.99446514,1536.763407,1019.522961,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
13.05,13.10786464,27.74054981,50225.74036,47615.86723,30.99837481,1536.749779,1019.53043,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
13.23858292,13.29698791,27.7364948,50200.03227,47595.15443,30.98321998,1536.72785,1019.521166,2.6708288,-78.3162899,29/04/2021,16:05,S06,Alta
