Pressure,Depth,Temperature,Conductivity,Specific_conductance,Salinity,Sound_velocity,Density,Latitud,Longitud,Fecha,Hora,Estacion,Marea
0.15,0.150711136,27.72613348,46615.15104,44204.97765,28.52923365,1533.898698,1017.627178,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
0.45,0.452120566,27.72065792,46702.71077,44292.60997,28.59231077,1533.957727,1017.677499,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
0.75,0.753476894,27.71136463,47311.40745,44877.80556,29.0144359,1534.386142,1017.998255,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
1.05,1.054755696,27.70300611,47691.94966,45245.94817,29.2804213,1534.652371,1018.20168,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
1.35,1.3559777,27.69477932,48028.30106,45572.16263,29.5163978,1534.887354,1018.382585,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
1.65,1.657163821,27.69628477,48148.68763,45685.08751,29.59809633,1534.981894,1018.444685,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
1.95,1.958296481,27.70923193,48747.43685,46241.83949,30.00167827,1535.441465,1018.744628,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
2.25,2.259350911,27.71918387,49204.97186,46667.04627,30.31043018,1535.79436,1018.974416,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
2.55,2.560319109,27.73542877,49912.35043,47323.35698,30.78795734,1536.339341,1019.328891,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
2.85,2.861211021,27.74997551,50246.31515,47626.86112,31.00911929,1536.610283,1019.491532,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
3.15,3.162037448,27.76815282,50814.7425,48149.0632,31.39026462,1537.058009,1019.773124,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
3.45,3.462806503,27.77915688,51037.01993,48349.59759,31.53676881,1537.242238,1019.880878,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
3.75,3.76355052,27.7900699,51171.9878,48467.43705,31.62287359,1537.362572,1019.943314,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
4.05,4.064275847,27.79951944,51309.03883,48588.54718,31.71140797,1537.482168,1020.008045,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
4.35,4.364987848,27.80337267,51362.86905,48635.97386,31.74603851,1537.532378,1020.0341,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
4.65,4.665696905,27.80622871,51354.1093,48625.04912,31.73796012,1537.535327,1020.028408,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
4.95,4.9664074,27.81369783,51356.56054,48620.49303,31.73454331,1537.553534,1020.024733,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
5.25,5.26711732,27.80929089,51362.49415,48630.16837,31.74154342,1537.556091,1020.032697,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
5.55,5.567825616,27.81346614,51373.38465,48636.63418,31.74619425,1537.575416,1020.036138,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
5.85,5.868528991,27.81399757,51430.17611,48689.91032,31.78511282,1537.622692,1020.06648,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
6.15,6.169226605,27.81832314,51452.23047,48706.80042,31.79739663,1537.650397,1020.075604,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
6.45,6.469918954,27.81758308,51500.55469,48753.22921,31.83131045,1537.689548,1020.102597,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
6.75,6.770602181,27.82208682,51573.16014,48817.79881,31.87851636,1537.754462,1020.137885,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
7.05,7.071275282,27.8286657,51646.23422,48880.8808,31.92464316,1537.822884,1020.171695,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
7.35,7.371941052,27.82313442,51666.4043,48905.09136,31.94229817,1537.834165,1020.188023,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
7.65,7.672603046,27.82653422,51688.08208,48922.46183,31.95494307,1537.86017,1020.197714,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
7.95,7.973261225,27.82670403,51717.83398,48950.46448,31.97537944,1537.887153,1020.214296,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
8.25,8.273915903,27.8240509,51725.76172,48960.42696,31.98259731,1537.89388,1020.221861,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
8.55,8.574568756,27.82471164,51734.46368,48968.0512,31.98810207,1537.906222,1020.227073,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
8.85,8.875219328,27.82105279,51746.73053,48983.05486,31.99901463,1537.914591,1020.237735,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
9.15,9.175868233,27.82439057,51751.69714,48984.66086,32.00010943,1537.928281,1020.238774,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
9.45,9.476515759,27.82523441,51767.40234,48998.74361,32.01034797,1537.946024,1020.247481,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
9.75,9.777160396,27.82378663,51784.41417,49016.18898,32.02305134,1537.961233,1020.258777,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
10.05,10.07780322,27.82871628,51792.64063,49019.40107,32.02532355,1537.979727,1020.260187,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
10.35,10.37844449,27.82488155,51802.43359,49032.22882,32.03464295,1537.986024,1020.26971,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
10.65,10.67908349,27.82726787,51815.89628,49042.75611,32.04227704,1538.004475,1020.275965,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
10.95,10.97972121,27.82566955,51816.37427,49044.69239,32.04361369,1538.007365,1020.278774,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
11.25,11.28035801,27.82801357,51825.14046,49050.81315,32.04801799,1538.022316,1020.282617,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
11.55,11.58099352,27.8294678,51835.31531,49059.09284,32.05400485,1538.036943,1020.287935,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
11.85,11.8816269,27.82557469,51844.98132,49071.85735,32.06327896,1538.043062,1020.297443,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
12.15,12.18225981,27.82288182,51826.91943,49057.26235,32.05249729,1538.030725,1020.291505,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
12.48797619,12.5209493,27.82586714,51838.14287,49065.11305,32.05815952,1538.049079,1020.296249,2.7524482,-78.221953,03/05/2021,  15:13:54,A04,Baja
